example_id,task_type,answer_type,prompt,answer
f251e2b2a577f7dccc0e,strategyqa,yesno,Would the Cookie Monster decline an offer of free Keebler products? Answer yes or no.,no
d313600f79f3713c9809,strategyqa,yesno,Does Snoopy look like Chance from Homeward Bound? Answer yes or no.,no
0abc0874b74e714f943e,strategyqa,yesno,Did Northwest Airlines' longevity surpass Betty White? Answer yes or no.,no
1a8fb1401bdae961beea,strategyqa,yesno,Is winter associated with hot temperatures? Answer yes or no.,no
dcb503515e6282a1b30f,strategyqa,yesno,Would a compass attuned to Earth's magnetic field be a bad gift for a Christmas elf?? Answer yes or no.,yes
d949f30354c842f5562a,strategyqa,yesno,Could a monarch butterfly rule a kingdom? Answer yes or no.,no
5c03103b5a70117cbdf0,strategyqa,yesno,"Could Elizabeth I of England have seen the play Dido, Queen of Carthage ? Answer yes or no.",yes
833413ca3a67a6d1c572,strategyqa,yesno,Is Garfield known for hating italian cuisine? Answer yes or no.,no
3de88c80f0914eb08caf,strategyqa,yesno,Does the texture of leaves remain the same independent of their coloring changing? Answer yes or no.,no
965b4af72fa11cbda5d1,strategyqa,yesno,Would Terence Tao outperform Eminem in a math competition? Answer yes or no.,yes
18d50392cc241326112b,strategyqa,yesno,Does Ronda Rousey avoid BBQ restaraunts? Answer yes or no.,yes
c928aaf3842cb87e3642,strategyqa,yesno,Would alligator best saltwater crocodile in hypothetical Lake Urmia battle? Answer yes or no.,no
236c7a57f3788a60e47f,strategyqa,yesno,Was Gandalf present at the death of Eomer? Answer yes or no.,no
c5d50d6e2d1747880aed,strategyqa,yesno,Do people put creatures from the Black Sea on their pizza? Answer yes or no.,yes
59acb3e278f8a75eac86,strategyqa,yesno,Are Chipotle Cinnamon Pork Chops appropriate for a Seder? Answer yes or no.,no
01254b50648f4fb08b51,strategyqa,yesno,Could two newborn American Black Bear cubs fit on a king size bed? Answer yes or no.,yes
ab70365febc75dcda77d,strategyqa,yesno,Is radioactive waste a plot device for many shows? Answer yes or no.,yes
c89862fb8a7e09c34f47,strategyqa,yesno,Are Scottish people Albidosi? Answer yes or no.,yes
9f1ea9c12c748ea7e456,strategyqa,yesno,Can giant pandas sell out a Metallica show? Answer yes or no.,no
82059a3aaefe9bb821d9,strategyqa,yesno,Did the Football War last at least a month? Answer yes or no.,no
9cd06c9dc94ad737d0a6,strategyqa,yesno,Would a Beaver's teeth rival that of a Smilodon? Answer yes or no.,no
953c8cb086cf494fb849,strategyqa,yesno,Are brown rock fish found in the waters surrounding Saint Kitts and Nevis? Answer yes or no.,no
f240c88676b6ac6896ad,strategyqa,yesno,Is the kayak a traditional boat in New Zealand? Answer yes or no.,no
42025ba75ec5d0f0f291,strategyqa,yesno,Are black and white prison uniforms made to resemble a zebra? Answer yes or no.,no
05fe6e26626c69b65ac1,strategyqa,yesno,Do mollymawks live where albatrosses cannot? Answer yes or no.,no
20abc7ba538a2fd1dd76,strategyqa,yesno,Will the small intenstine break down a cotton ball? Answer yes or no.,no
7a096b2fc559fd5c7919,strategyqa,yesno,Is a paleo dieter unlikely to color beverages green for St. Patrick's Day? Answer yes or no.,yes
e304827eeb573bb2612e,strategyqa,yesno,Can you make an MP3 from the Golden Gate Bridge? Answer yes or no.,yes
75b9eafe50ef589e8f78,strategyqa,yesno,Would a snake have reasons to fear a honey badger? Answer yes or no.,yes
9aed4083afb75e9f247c,strategyqa,yesno,Have Douglas fir been used to fight wars? Answer yes or no.,yes
3502d54b8241e79903a9,strategyqa,yesno,Were the first missionaries required to attend mass on Sundays? Answer yes or no.,yes
a843854a5eabf03cf56f,strategyqa,yesno,Can music be used as a weapon? Answer yes or no.,yes
3d80646ef0844fac8da5,strategyqa,yesno,Could the Spice Girls compete against ŽRK Kumanovo? Answer yes or no.,no
3b70f1178fdb45ad2a24,strategyqa,yesno,Does Ariana Grande's signature style combine comfort items and high fashion? Answer yes or no.,yes
20744bd481b4245333fa,strategyqa,yesno,Has Gorillaz creator been in more bands than Bernard Sumner? Answer yes or no.,yes
4fe90b9eab197be78729,strategyqa,yesno,Was ethanol beneficial to Jack Kerouac's health? Answer yes or no.,no
6693c842968f27dd04ce,strategyqa,yesno,"While viewing ""Scary Movie"" is the viewer likely to experience an increase in adrenaline? Answer yes or no.",no
ea627ac7d9ba306324d3,strategyqa,yesno,Does Metallica use Soulseek? Answer yes or no.,no
687b694d02f9ebe82b96,strategyqa,yesno,Could the Dominican Order hypothetically defeat Blessed Gerard's order? Answer yes or no.,no
11cc9b01c009823d5f82,strategyqa,yesno,Has Cesar Millan ever tamed a short-eared dog? Answer yes or no.,no
91917c5e30dbf8552b34,strategyqa,yesno,Would a vegan eat a traditional Paella dish? Answer yes or no.,no
bda79ddfa59d6d51e081,strategyqa,yesno,Did Jesus know anyone who spoke Estonian? Answer yes or no.,no
f79592a376f1793f29cb,strategyqa,yesno,Did Cleopatra have ethnicity closer to Egyptians than Greeks? Answer yes or no.,no
71cb683bdb77f668dce0,strategyqa,yesno,Could you drive from New England to a Sainsbury's? Answer yes or no.,no
4f8557872837e3b95781,strategyqa,yesno,Did Jackson 5 members exceed number in The Osmonds? Answer yes or no.,no
e3ec5d1638cbf5a6ae53,strategyqa,yesno,Would a bodybuilder choose maize over chicken breast for dinner? Answer yes or no.,no
2295eaf3cdbecc17ca0a,strategyqa,yesno,Was historical Dracula from a town in Bucharest? Answer yes or no.,no
9390df61207ef77f8ba0,strategyqa,yesno,Would WWF be angrier if you killed koala instead of black swan? Answer yes or no.,yes
b1dc0601af214a930eb2,strategyqa,yesno,Were French people involved in the American Civil War? Answer yes or no.,yes
2a9cf64b15df1b841f25,strategyqa,yesno,Does Santa Claus hypothetically give Joffrey Baratheon presents? Answer yes or no.,no
3f3050d10948d4d99cff,strategyqa,yesno,Is Casio's founding year a composite number? Answer yes or no.,yes
6571aafb3bae1b2e75e9,strategyqa,yesno,Did Johann Sebastian Bach ever win a Grammy Award? Answer yes or no.,no
e530682239bb5e59ebf0,strategyqa,yesno,Could a cat ride Panzer VIII Maus tank missile from Barcelona to Madrid? Answer yes or no.,no
deb934107d390914b5b0,strategyqa,yesno,Would Topa Inca Yupanqui have encountered the western honey bee? Answer yes or no.,no
519de84458db613f0364,strategyqa,yesno,Is dopamine snorted nasally by drug users? Answer yes or no.,no
a61bbe3edc4de5272c0c,strategyqa,yesno,Is honey associated with queens? Answer yes or no.,yes
b9f5942431b6ae3ef7bd,strategyqa,yesno,Did compact discs make computer gaming more popular? Answer yes or no.,yes
5d0248445c0be4f1dc13,strategyqa,yesno,Can Poland Spring make money in the Sahara? Answer yes or no.,yes
4f08d9a0fba58ad9ca73,strategyqa,yesno,Will more people go in and out of Taco Bell than a Roy Rogers each year? Answer yes or no.,yes
183a6e39a27a2432989c,strategyqa,yesno,Could Christopher Nolan borrow pants from Danny Devito? Answer yes or no.,no
636b557a0eb102ce04b5,strategyqa,yesno,Do you find glutamic acid in a severed finger? Answer yes or no.,yes
566d1ac4f66f33b71aee,strategyqa,yesno,Are red legs a sign of failing health in those with Anorexia Nervosa? Answer yes or no.,yes
06ebd3ca1fe98d5796f7,strategyqa,yesno,Did Douglas Adams use email as a child? Answer yes or no.,no
5416d6ace8e5bef7e467,strategyqa,yesno,Could a nymph tick pass through a standard hole punch? Answer yes or no.,yes
24f0e80c50384b28484e,strategyqa,yesno,Does Neville Longbottom have more courage as a child than as an adult? Answer yes or no.,no
bac94f0b8587bf0e8f5e,strategyqa,yesno,Would a cauliflower farmer prosper at a latitude of 75° N? Answer yes or no.,no
4810297f474b0e97ed78,strategyqa,yesno,Could ten gallons of seawater crush a six year old? Answer yes or no.,yes
4c088a5366459f2256c6,strategyqa,yesno,Did Van Gogh suffer from a mental disorder? Answer yes or no.,yes
44a7b241fe98fc12b215,strategyqa,yesno,Do people with DID have a good memory? Answer yes or no.,no
86434d8eecff8b7ddb50,strategyqa,yesno,Did the 23rd amendment give Puerto Ricans the right to vote for president? Answer yes or no.,no
73520a07f183b7111236,strategyqa,yesno,Were karaoke and the turtle power tiller patented in the same country? Answer yes or no.,yes
27e9e6d368cab11438c4,strategyqa,yesno,NATO doesn't recognize double triangle flag countries? Answer yes or no.,yes
cd1a9cb828c1cbc7b2d1,strategyqa,yesno,Does open heart surgery finish before entirety of American Ballet Theatre's Swan Lake? Answer yes or no.,no
b3443bf3c312c9d144e4,strategyqa,yesno,Is there a full Neptunian orbit between the first two burials of women in the Panthéon? Answer yes or no.,no
d8bed090b4755e2f7b67,strategyqa,yesno,Are the knights in the Medieval Times show not authentic knights? Answer yes or no.,yes
bcd77b200a2b90ca2ecc,strategyqa,yesno,Is it understandable to compare a blood spatter pattern to a Jackson Pollock piece? Answer yes or no.,yes
c7b343171ca9bce49241,strategyqa,yesno,Could Sainsbury's buy Tesco? Answer yes or no.,no
23bde1810c6afe6f916c,strategyqa,yesno,Did anyone in the 1912 election take a majority of the popular vote? Answer yes or no.,no
90ac2bf04314d357f0e5,strategyqa,yesno,Would Phineas and Ferb enjoy winter? Answer yes or no.,no
0df67cbe1345f90555dd,strategyqa,yesno,Would Dave Chappelle pray over a Quran? Answer yes or no.,yes
385edf4addbd69573540,strategyqa,yesno,Is the foot part of the metric system? Answer yes or no.,no
e4115d4b10cb3447c7a2,strategyqa,yesno,Can you buy furniture and meatballs in the same store? Answer yes or no.,yes
f087d393e2ab1f8783f5,strategyqa,yesno,Can 1980 United States presidential election result be considered a photo finish? Answer yes or no.,no
bcf47774877e8bdd07a4,strategyqa,yesno,Did the population of the Warsaw Ghetto record secret police on cell phones? Answer yes or no.,no
7deb49d3ba50fb75a04f,strategyqa,yesno,Is Black Lives Matter connected with capsaicin? Answer yes or no.,yes
9eb2815f7551d7ea8b25,strategyqa,yesno,Did George Washington drive a Lexus? Answer yes or no.,no
9cf2cfed8753e1a1a3dc,strategyqa,yesno,Can an anchovy born in 2020 survive 25th US census? Answer yes or no.,no
ecc4a9173c24ace0215a,strategyqa,yesno,Is the Jurassic era a tourist destination? Answer yes or no.,no
60fe2d35b5abf0f0652a,strategyqa,yesno,Does Alec Baldwin have more children than Clint Eastwood? Answer yes or no.,no
e0f36bf27467cd086ecd,strategyqa,yesno,Did Leonardo da Vinci lack contemporary peers in his home city? Answer yes or no.,no
2cc59f4d25398d251fd6,strategyqa,yesno,"Is Olympia, Washington part of ""Ish river country""? Answer yes or no.",yes
12f49bcc3fdaebe88bd9,strategyqa,yesno,Do some people soak in olive oil and water? Answer yes or no.,yes
570dad603aee73b5c88e,strategyqa,yesno,"In Doctor Who, did the war doctor get more screen time than his successor? Answer yes or no.",no
1479ad9ab9d5dbc5c140,strategyqa,yesno,Do the directors of The Matrix advocate for transgender rights? Answer yes or no.,yes
a50ae7ec93a5ac585694,strategyqa,yesno,Is Noah's Ark an upgrade for Golden Age of Piracy pirates? Answer yes or no.,yes
e78288175362ef630c25,strategyqa,yesno,Could an escapee swim nonstop from Alcatraz island to Siberia? Answer yes or no.,no
42b5997366dc3f987db2,strategyqa,yesno,Could Javier Sotomayor jump over the head of the average giraffe? Answer yes or no.,no
d21ae4c7ee26f90b9574,strategyqa,yesno,Would a greyhound be able to outrun a greyhound bus? Answer yes or no.,no
f51a52b400daa8f80388,strategyqa,yesno,Is it hard to get a BLT in Casablanca? Answer yes or no.,yes
b69c53d2e6196bee9a92,strategyqa,yesno,Can you drown in a Swan Lake performance? Answer yes or no.,no
48da75d87c66754ccc2e,strategyqa,yesno,Was only woman to serve as U.S. Speaker of the House alive during the attack on Pearl Harbor? Answer yes or no.,yes
1b747c9c67380c83b6d5,strategyqa,yesno,Did the phone Alexander Graham Bell use have call waiting? Answer yes or no.,no
425324eb79a7fc1916ef,strategyqa,yesno,Did Andy Warhol influence Art Deco style? Answer yes or no.,no
760a0d26a50972656345,strategyqa,yesno,Could the Port of Baltimore handle the entire world's cargo production of ginger each year? Answer yes or no.,yes
58be99559ef0ccdbb36c,strategyqa,yesno,Do restaurants associate meatballs with the wrong country of origin? Answer yes or no.,yes
71e9bed5efda19d9c4ce,strategyqa,yesno,Does Pikachu like Charles Darwin? Answer yes or no.,yes
a1be20a22026cc661660,strategyqa,yesno,Is Drew Carey important to the history of wrestling? Answer yes or no.,yes
f7a32d14efd589015fe1,strategyqa,yesno,Can Herpes simplex virus spread on Venus? Answer yes or no.,no
3fc25e1cccc76bb79a68,strategyqa,yesno,Does Ludacris perform classical music? Answer yes or no.,no
665445900ef590e47ed0,strategyqa,yesno,Were veterans of the War in Vietnam (1945–46) given free education by the Soviet Union? Answer yes or no.,no
bf739e062c0321178c7a,strategyqa,yesno,Will speed reader devour The Great Gatsby before the Raven? Answer yes or no.,no
bb9c5fc3b21e60bf9c7f,strategyqa,yesno,Was Lorenzo de Medici's patronage of Da Vinci exclusive? Answer yes or no.,no
a0362ec2c3b195e02315,strategyqa,yesno,Is anyone at the Last Supper celebrated in Islam? Answer yes or no.,yes
9a87e2e0f53e5d8689f2,strategyqa,yesno,Would food made with black salt smell of sulfur? Answer yes or no.,yes
15ea72669f16beecac5a,strategyqa,yesno,Did Confederate States Army influence West Point fashion? Answer yes or no.,yes
f58d326656e75b07d288,strategyqa,yesno,Do solo pianists require a conductor? Answer yes or no.,no
0fe658b221ff8ad08a14,strategyqa,yesno,Does the FDA require sell by dates using Roman Numerals? Answer yes or no.,no
4454659b2638172ab151,strategyqa,yesno,Can you transport a coin along a sea of mercury? Answer yes or no.,yes
0fe3edf35bd1a1e662a9,strategyqa,yesno,Is Gandalf hypothetically a formidable foe for Charmed's Barbas? Answer yes or no.,no
bb8107d755f91675e0a0,strategyqa,yesno,Does Long John Silver's serve sea otter? Answer yes or no.,no
f0d6a1bed84099f2f841,strategyqa,yesno,Would three commas be sufficient for displaying US 2018 GDP? Answer yes or no.,no
f3d045e08844bf0d4e53,strategyqa,yesno,Was a person sold a Creative Commons License for Boticelli's The Birth of Venus ripped off? Answer yes or no.,yes
27db273aab9c056e306f,strategyqa,yesno,Did Ada Lovelace die tragically young for her era? Answer yes or no.,no
abcfc72e32a9c180db0f,strategyqa,yesno,Can you avoid internet trolls on reddit? Answer yes or no.,no
076ec1a4009a6e453c69,strategyqa,yesno,Was latest Republican governor of New Jersey as of 2020 heftiest politician ever? Answer yes or no.,no
3176e76e4fa2af4e62b0,strategyqa,yesno,Would downloading Mario 64 on an emulator be legal? Answer yes or no.,no
4a0bd486029477dc8249,strategyqa,yesno,Did Lionel Richie ever have dinner with Abraham Lincoln? Answer yes or no.,no
1c7e71e10fc88c8c8f2c,strategyqa,yesno,Are LinkedIn and LeafedIn related companies? Answer yes or no.,no
d723358c3932de9ce765,strategyqa,yesno,Do German Shepherds worry about the Abitur? Answer yes or no.,no
eb4f40e76cc557e81cf0,strategyqa,yesno,Do you need lactobacillus to make pickles? Answer yes or no.,no
1b5275d230fa30272cb5,strategyqa,yesno,Could Chuck Norris ride a horse? Answer yes or no.,yes
3157a0f428531ebed7b9,strategyqa,yesno,Are any minor league baseball teams named after felines? Answer yes or no.,yes
effcb862cfb341b8774c,strategyqa,yesno,Is Shiva's divine dance an ancient physical fitness pose? Answer yes or no.,no
93eafc413d86df9c0755,strategyqa,yesno,Could an ocelot subsist on a single bee hummingbird per day? Answer yes or no.,no
265dd54c248f8b048851,strategyqa,yesno,Do the anchors on Rede Globo speak Chinese? Answer yes or no.,no
83e79d9b291f5619b6ed,strategyqa,yesno,Was Mother Theresa a follower of atheism? Answer yes or no.,no
3bba4ea27500361cb141,strategyqa,yesno,Will Oasis cruise boat traverse the Lincoln Tunnel? Answer yes or no.,no
64354cb6ee6d987d4f0f,strategyqa,yesno,Would a diet of ice eventually kill a person? Answer yes or no.,yes
2325fcbd3c9d829d366e,strategyqa,yesno,Is Cape Town south of the Equator? Answer yes or no.,yes
a87b94672fd08c0a2f0e,strategyqa,yesno,Would the United States Military Academy reject an applicant with multiple sclerosis? Answer yes or no.,yes
af024277ec12d7845001,strategyqa,yesno,Is being 5 year Capital One Venture member more cost effective than being in Church of Satan? Answer yes or no.,no
2ed50522610a3683933f,strategyqa,yesno,Is jalapeno heat outclassed by Bhut jolokia? Answer yes or no.,yes
0bde4bdfecce47fbf7de,strategyqa,yesno,Could Amazon afford The Mona Lisa? Answer yes or no.,yes
ed6d9f875c9787e1817c,strategyqa,yesno,Could George Washington's own speeches have been recorded live to a compact disc? Answer yes or no.,no
0a87a031e804912db8df,strategyqa,yesno,Did Harry Houdini's wife make psychics look foolish? Answer yes or no.,yes
903178c36c89e5f55a20,strategyqa,yesno,Does actress Leila George lack the height to be a model? Answer yes or no.,no
70b2122323424f6e80c2,strategyqa,yesno,Would LeBron James hypothetically glance upwards at Yuri Gagarin? Answer yes or no.,no
f2c7e13e2f02dd6c8849,strategyqa,yesno,Are Saturn's famous rings solid? Answer yes or no.,no
1e0f0676ee91a330262a,strategyqa,yesno,Does a lapidary work with items that are studied by geologists? Answer yes or no.,yes
07b9fcd269bd1f8b0803,strategyqa,yesno,Can musicians become knights? Answer yes or no.,yes
7d435d8dd86f55ae536c,strategyqa,yesno,Is Canon Inc. a Kabushiki gaisha? Answer yes or no.,yes
ec3eecce8a13f2742ee4,strategyqa,yesno,Is number of stars in Milky Way at least ten times earth's population? Answer yes or no.,yes
5a2e62e3c0ded7a4bddd,strategyqa,yesno,Did Thomas Greenhill's parents violate the concept of monogamy? Answer yes or no.,no
bd7193627e010af0ecba,strategyqa,yesno,Would 1943-S penny be good for making silverware? Answer yes or no.,yes
2206eb47fc70f106a91d,strategyqa,yesno,Do calico cat patterns cover every drain fly color variety? Answer yes or no.,no
94a6b752d22abe932964,strategyqa,yesno,Was song of Roland protagonist friendly with group that had sagas? Answer yes or no.,no
646d3503f3a3939e2e63,strategyqa,yesno,Would the top of Mount Fuji stick out of the Sea of Japan?  Answer yes or no.,yes
e12fef0504a959e49b23,strategyqa,yesno,Can someone from New England profit by growing coffee? Answer yes or no.,no
a2c4d25423867e3fc195,strategyqa,yesno,Could Hurricane Harvey catch a Peregrine falcon? Answer yes or no.,no
10bf1b31f79f8d9e03fe,strategyqa,yesno,Could a firewall be destroyed by a hammer? Answer yes or no.,no
86726670e41a9401da0f,strategyqa,yesno,Can Ford F-350 tow entire Yale University student body? Answer yes or no.,no
3fe8e6070086a6cb0a8c,strategyqa,yesno,Is the tibia required for floor exercises? Answer yes or no.,yes
3faba436f8387f1b7567,strategyqa,yesno,Is the Greek alphabet as common as Sumerian cuneiform? Answer yes or no.,no
c70d40b57fa67ea13ed6,strategyqa,yesno,Does a person using tonsure have hair at the top of their scalp? Answer yes or no.,no
a2a5a06a55c24bf2d408,strategyqa,yesno,Do women often need new shoes during their pregnancy? Answer yes or no.,yes
97ffbaa790ff9df718ec,strategyqa,yesno,Are all the elements plants need for photosynthesis present in atmosphere of Mars? Answer yes or no.,yes
1969318e30a31e49e5ca,strategyqa,yesno,Could eating Chinook salmon help Ryan Reynolds? Answer yes or no.,yes
307c7850922085972bd1,strategyqa,yesno,Did Al Pacino act in a movie during World War II? Answer yes or no.,no
6d62de0fed9d8151b413,strategyqa,yesno,Does Happy Gilmore Productions CEO own a Torah? Answer yes or no.,yes
3503e8d41364eb0b33bc,strategyqa,yesno,Would a responsible bartender make a drink for Millie Bobby Brown? Answer yes or no.,no
f69c8412d57ad726d658,strategyqa,yesno,Is Cholera alive? Answer yes or no.,yes
f9d0edee44a2e73f9765,strategyqa,yesno,Could a hundred thousand lolcats fit on a first generation iPhone? Answer yes or no.,yes
6047d085ff9246481d12,strategyqa,yesno,Could Little Women have been a book read by veterans of the civil war? Answer yes or no.,yes
288a22ad708fe41454cb,strategyqa,yesno,Is snoring a sign of good breathing while sleeping? Answer yes or no.,no
3b1834a6dd331eb1d791,strategyqa,yesno,Would a CEO typically clean the toilets in a company's building? Answer yes or no.,no
5a20b692ab755caf4ae9,strategyqa,yesno,Are paratroopers good at mountain rescue? Answer yes or no.,yes
