example_id,task_type,answer_type,prompt,answer
gsm8k_00077,math,number,"Emily makes $1,000,000 per year. If she has 10 employees who make $20,000 per year, how much would her salary be if she took part of her salary to make sure all of her employees make $35,000 per year.",850000
gsm8k_00112,math,number,"Emma is planning a dinner party, so she went to a shop to buy the products she needs. She bought 8 kg of cheese and 7 kg of vegetables. One kilogram of cheese costs $4 and one kilogram of vegetable costs is $2 more expensive. How much did she pay for her shopping?",74
sciq_00159,science,choice,"Every species has a characteristic number of what?
A. receptors
B. chromosomes
C. ribosomes
D. DNA",B
gsm8k_00134,math,number,Tom's cat needs an expensive surgery.  He has had pet insurance for 24 months that cost $20 per month.  The procedure cost $5000 but the insurance covers all but 20% of this.  How much money did he save by having insurance?,3520
sciq_00056,science,choice,"The reaction rate usually increases as the concentration of what increases?
A. mutations
B. complexes
C. reactants
D. generators",C
strategyqa_d0ed74f42be54dc99ec5,commonsense,yesno,Could a dichromat probably easily distinguish chlorine gas from neon gas? Answer yes or no.,no
sciq_00007,science,choice,"What form does formaldehyde take at room temperature?
A. plasma
B. liquids
C. solid
D. gas",D
strategyqa_4c088a5366459f2256c6,commonsense,yesno,Did Van Gogh suffer from a mental disorder? Answer yes or no.,yes
strategyqa_7deb49d3ba50fb75a04f,commonsense,yesno,Is Black Lives Matter connected with capsaicin? Answer yes or no.,yes
mmlu_social_science_00158_us_foreign_policy,social_science,choice,"What did the Moscow Treaty on Strategic Offensive Reductions do?
A. Required the United States and Russia to demobilize their armies
B. Required the United States and Russia to dismantle a significant number of their nuclear weapons
C. Prohibited the acquisition of new military bases
D. Prohibited short-range nuclear weapons",B
strategyqa_2b5b926a732d43620065,commonsense,yesno,"During the time immediately after 9/11, was don't ask don't tell still in place? Answer yes or no.",yes
mmlu_social_science_00119_high_school_government_and_politics,social_science,choice,"When the Democratic Party pursues liberal social policies, it is most likely to alienate which of its traditional bases?
A. People holding advanced academic degrees
B. Northeastern city dwellers
C. Southerners
D. Jewish Americans",C
gsm8k_00020,math,number,"As soon as you enter the taxi, you pay a ride fee of $2. Michelle rode a taxi from her office to her home, which constitutes 4 miles. If the taxi charge per mile is $2.5, how much did pay Michelle pay in total for her ride?",12
strategyqa_687b694d02f9ebe82b96,commonsense,yesno,Could the Dominican Order hypothetically defeat Blessed Gerard's order? Answer yes or no.,no
mmlu_humanities_00107_world_religions,humanities,choice," To whom is the Yoga Sutras attributed?
A. Madhva
B. Patanjali
C. Ramanuja
D. Aryabhatta",B
strategyqa_ba8d04adf8848e0d28a7,commonsense,yesno,"If he were poor, would Christopher Reeve have lived? Answer yes or no.",no
gsm8k_00004,math,number,"Summer performs 5 sun salutation yoga poses as soon as she gets out of bed, on the weekdays.  How many sun salutations will she perform throughout an entire year?",1300
sciq_00053,science,choice,"Most of the chemical reactions in the body are facilitated by what?
A. proteins
B. carbohydrates
C. vitamins
D. enzymes",D
mmlu_social_science_00134_high_school_government_and_politics,social_science,choice,"Of the following interest groups, which has created the largest number of political action committees (PACs) since the 1970s?
A. Environmental activists
B. Labor unions
C. For-profit business
D. Religious institutions",C
sciq_00026,science,choice,"How do mammals generate heat?
A. running around fast
B. eating spicy foods
C. maintaning low metabolism
D. maintaining high metabolism",D
sciq_00153,science,choice,"Why do players with more mass often have a larger impact in football?
A. potential energy is lower
B. kinetic energy is lower
C. Velocity is larger
D. momentum is larger",D
mmlu_humanities_00081_philosophy,humanities,choice,"Descartes declares that an evil demon _____.
A. undoubtedly exists
B. could not possibly exist
C. could possibly be deceiving him
D. must exist if God exists",C
gsm8k_00062,math,number,"Sylvia had one-fifth of incorrect answers in the exam, while Sergio got 4 mistakes. If there were 50 questions, how many more correct answers does Sergio have than Sylvia?",6
strategyqa_c2c6e32ccdd81e5df7f6,commonsense,yesno,Would Jimmy Vee be eligible to compete in the Paralympic Games? Answer yes or no.,yes
gsm8k_00030,math,number,"Gina is considered a bad tipper because she tipped 5%. If good tippers tip at least 20%, how many more cents than normal would Gina have to tip on a bill of $26 to be considered a good tipper?",390
mmlu_social_science_00010_sociology,social_science,choice,"When Berger & Luckmann said that reality is socially constructed, they meant:
A. scientists are guided in their work by social values and interests, so they define and measure phenomena that will support their theories
B. people negotiate shared definitions of their situation and live according to these, often forgetting that these social worlds are not fixed and external
C. sociologists decide what constitutes social reality and measure only that
D. terms like 'reality' have no deeper meaning beyond the level of discourse",B
strategyqa_4f08d9a0fba58ad9ca73,commonsense,yesno,Will more people go in and out of Taco Bell than a Roy Rogers each year? Answer yes or no.,yes
mmlu_humanities_00104_world_religions,humanities,choice," In the Japanese Zen tradition, what is zazen?
A. A collection of statues
B. Veneration of ancestors
C. Seated meditation
D. Funeral rituals",C
mmlu_humanities_00044_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""It is impossible to demand that an impossible position should be cleared up by peaceful revision and at the same time constantly reject peaceful revision. It is also impossible to say that he who undertakes to carry out these revisions for himself transgresses a law, since the Versailles ""Diktat"" is not law to us. A signature was forced out of us with pistols at our head and with the threat of hunger for millions of people. And then this document, with our signature, obtained by force, was proclaimed as a solemn law.""
Adolf Hitler, speech to the Reichstag, September 1, 1939
Source 2:
""We shall not flag or fail. We shall go on to the end. We shall fight in France, we shall fight on the seas and the oceans, we shall fight with growing confidence and growing strength in the air, we shall defend our island, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.""
Winston Churchill, speech before Parliament, June 4, 1940
Winston Churchill's speech in Source 2 is best understood in the context of which of the following?
A. British support for growing resistance movements in Eastern Europe
B. British trade deals with American manufacturers of military hardware
C. British appeasement of the Axis powers
D. British fears about a possible invasion attempt by Nazi Germany",D
gsm8k_00079,math,number,There are 180 school days in the academic year. Aliyah packs a lunch half the time. Becky packs her lunch half as much as Aliyah. How many days a year does Becky pack her lunch?,45
mmlu_social_science_00043_high_school_government_and_politics,social_science,choice,"Which of the following best describes the fate of most popular third-party movements?
A. They displace one of the two major parties and become major parties themselves.
B. They are ultimately abandoned by the public because their politics are perceived as too radical.
C. Their supporters become frustrated and withdraw from the political process.
D. They disintegrate when one or both of the major parties adopt the third party's goals.",D
mmlu_social_science_00112_high_school_government_and_politics,social_science,choice,"The government promotes preferential treatment for members of groups that have historically suffered from discrimination by means of
A. the New Federalism
B. affirmative action programs
C. Social Security benefits
D. bills of attainder",B
gsm8k_00038,math,number,"Jack and Jill race up the hill to see who gets there fastest. Jack ran up the first half of the hill in 19 seconds. He finished running up the hill 7 seconds before Jill did. If Jill finished the race in 32 seconds, how long did it take Jack to run up the second half of the hill?",6
mmlu_social_science_00084_high_school_government_and_politics,social_science,choice,"Among the following groups that have traditionally supposed the Democratic Party, which has the least liberal constituency?
A. White Southerners
B. Labor union members
C. African Americans
D. Northern ethnic minorities",A
strategyqa_f240c88676b6ac6896ad,commonsense,yesno,Is the kayak a traditional boat in New Zealand? Answer yes or no.,no
sciq_00073,science,choice,"Metallic bonds allow metals to do what, in the manner of a willow tree?
A. break easily
B. stand tall
C. bend without breaking
D. grow",C
strategyqa_91917c5e30dbf8552b34,commonsense,yesno,Would a vegan eat a traditional Paella dish? Answer yes or no.,no
mmlu_social_science_00005_sociology,social_science,choice,"The term 'feminist standpoint' suggests:
A. taking a stand on the issues neglected by feminism
B. studying society from the perspective of women
C. the recognition of difference and diversity in women's lives
D. a tendency to ignore the gendered nature of knowledge",B
gsm8k_00124,math,number,"20% of the job candidates at a temp agency have experience with Excel. 70% of the candidates are only willing to work day shifts. If a manager picks a candidate at random, what are the odds they know Excel and are willing to work nights?",6
strategyqa_6571aafb3bae1b2e75e9,commonsense,yesno,Did Johann Sebastian Bach ever win a Grammy Award? Answer yes or no.,no
mmlu_social_science_00107_sociology,social_science,choice,"Social norms are:
A. creative activities such as gardening, cookery and craftwork
B. the symbolic representation of social groups in the mass media
C. religious beliefs about how the world ought to be
D. rules and expectations about interaction that regulate social life",D
strategyqa_01254b50648f4fb08b51,commonsense,yesno,Could two newborn American Black Bear cubs fit on a king size bed? Answer yes or no.,yes
mmlu_humanities_00015_world_religions,humanities,choice," The classic text Daodejing is known by what title in English?
A. Classic of Changes
B. Classic of the Way and Power
C. Classic of Women
D. Classic of Philosophy",B
gsm8k_00152,math,number,Enrique has 2 132 contracts that he needs to shred.  His paper shredder will only allow him to shred 6 pages at a time.  How many times will he shred 6 units of paper until all of the contracts are shredded?,44
gsm8k_00054,math,number,"In India, it cost $1 to purify a gallon of fresh water. Each person needs 1/2 a gallon of fresh water a day. In a family of 6, how much will it cost for fresh water for the day?",3
mmlu_humanities_00007_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""In the days of a great struggle against a foreign enemy who has been endeavoring for three years to enslave our country, it pleased God to send Russia a further painful trial. Internal troubles threatened to have a fatal effect on the further progress of this obstinate war. The destinies of Russia, the honor of her heroic Army, the happiness of the people, and the whole future of our beloved country demand that the war should be conducted at all costs to a victorious end.
The cruel enemy is making his last efforts and the moment is near when our valiant Army, in concert with our glorious Allies, will finally overthrow the enemy. In these decisive days in the life of Russia we have thought that we owed to our people the close union and organization of all its forces for the realization of a rapid victory; for which reason, in agreement with the Imperial Duma, we have recognized that it is for the good of the country that we should abdicate the Crown of the Russian State and lay down the Supreme Power.""
Tsar Nicholas II, Abdication, March 15, 1917
Source 2:
""History will not forgive revolutionaries for procrastinating when they could be victorious today (and they certainly will be victorious today), while they risk losing much tomorrow, in fact, the risk losing everything.
If we seize power today, we seize it not in opposition to the Soviets but on their behalf. The seizure of power is the business of the uprising; its political purpose will become clear after the seizure….
It would be an infinite crime on the part of the revolutionaries were they to let the chance slip, knowing that the salvation of the revolution, the offer of peace, the salvation of Petrograd, salvation from famine, the transfer of the land to the peasants depend upon them.
The government is tottering. It must be given the death-blow at all costs.""
Vladimir Illyich Lenin, Call to Power, October 24, 1917
What was the principal philosophical underpinning of Lenin's call to power in Source 2?
A. Capitalism
B. Mercantilism
C. Fascism
D. Marxism",D
sciq_00047,science,choice,"What is the sum of the massess of the atoms in a molecule?
A. nuclear mass
B. magnetic mass
C. underlying mass
D. molecular mass",D
strategyqa_5416d6ace8e5bef7e467,commonsense,yesno,Could a nymph tick pass through a standard hole punch? Answer yes or no.,yes
sciq_00144,science,choice,"When solids change to gasses, they generally pass through what other state?
A. liquid
B. chemical
C. carbon
D. frozen",A
mmlu_humanities_00134_philosophy,humanities,choice,"Mill claims that a happy life is one of:
A. tranquility.
B. excitement.
C. both a and b.
D. neither a nor b.",C
gsm8k_00006,math,number,"Emery and Serena go to their school library, and each borrows a copy of The life of Jack Steve's book to read for their school project. If Emery can read five times as fast as Serena, and the book takes her 20 days to read, what's the average number of days the two take to read the book?",60
strategyqa_82059a3aaefe9bb821d9,commonsense,yesno,Did the Football War last at least a month? Answer yes or no.,no
gsm8k_00018,math,number,"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?",43
mmlu_social_science_00087_sociology,social_science,choice,"Mass-society theory suggests that:
A. the content of the media is determined by market forces
B. the subordinate classes are dominated by the ideology of the ruling class
C. the media manipulate 'the masses' as vulnerable, passive consumers
D. audiences make selective interpretations of media messages",C
strategyqa_d513fadf58cbb9cd1d9d,commonsense,yesno,Are the founders of Skype from Asia? Answer yes or no.,no
mmlu_humanities_00124_philosophy,humanities,choice,"In the case of the debtors, the moral argument against imprisoning A relies on:
A. fear.
B. universalizability.
C. considerations of the consequences of doing so.
D. all of the above.",B
mmlu_humanities_00037_philosophy,humanities,choice,"Augustine claims that there can be no evil where there is no:
A. hatred.
B. greed.
C. love.
D. good.",D
strategyqa_f07a6acf27e25dedbb8d,commonsense,yesno,Does Andrew Johnson's presidential number exceed Elagabalus's Emperor number? Answer yes or no.,no
strategyqa_1d923b8a2778448a9716,commonsense,yesno,Should cactus soil always be damp? Answer yes or no.,no
strategyqa_7a096b2fc559fd5c7919,commonsense,yesno,Is a paleo dieter unlikely to color beverages green for St. Patrick's Day? Answer yes or no.,yes
mmlu_social_science_00104_us_foreign_policy,social_science,choice,"The government body formed to coordinate American foreign and military policy is known as
A. the National Security Council.
B. the Pentagon.
C. the Defense Policy Institute.
D. the Joint Chiefs of Staff.",A
sciq_00155,science,choice,"Potential energy is present in objects that are what?
A. elastic
B. rigid
C. unstable
D. crystals",A
gsm8k_00060,math,number,Justin and Sabrina at Pine Grove Elementary have 50 pencils combined. Justin has 8 more than twice as many pencils as Sabrina. How many pencils does Sabrina have?,14
sciq_00112,science,choice,"When boron10 absorbs a neutron, what does it emit?
A. proteins
B. particle
C. calcium
D. light",B
strategyqa_40b7c34188d5b36bc486,commonsense,yesno,Can Lamborghini's fastest model win a race against a Porsche 911? Answer yes or no.,yes
mmlu_humanities_00117_high_school_world_history,humanities,choice,"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Which of the following best explains the importance of trading contacts with Europeans for Sub-Saharan Africans in the period 1450 to 1750 C.E.?
A. Sub-Saharan Africans relied on European merchants to sustain population growth through the constant importation of New World foodstuffs.
B. Sub-Saharan Africans consolidated new states and kingdoms by trading with the Europeans for firearms.
C. Sub-Saharan Africans depended on European merchants as the sole purchasers of slaves.
D. Sub-Saharan Africans allied with European powers to evict Muslim and Arab merchant princes from encroaching on their sovereignty.",B
mmlu_humanities_00094_philosophy,humanities,choice,"What are some of the frequent frustrations in writing or reading about research ethics?
A. Writers differ over what is ethically acceptable.
B. The same debates are rehearsed over decades.
C. Cases of ethical violation tend to be linked with certain research methods.
D. All of the above.",D
sciq_00107,science,choice,"What type of pressure may build up inside the cell when water moves into a cell by osmosis?
A. osmotic pressure
B. pleasurable pressure
C. transverse pressure
D. impervious pressure",A
mmlu_social_science_00157_us_foreign_policy,social_science,choice,"What was unique about the NATO intervention in Kosovo?
A. It was the first time the US became involved in the Balkans
B. It was the first time NATO used military force
C. It was the first war won by airpower alone
D. It was the first war to employ 'smart weapons'",C
strategyqa_833413ca3a67a6d1c572,commonsense,yesno,Is Garfield known for hating italian cuisine? Answer yes or no.,no
mmlu_humanities_00120_high_school_world_history,humanities,choice,"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright © 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Which of the following would best support the author's assertion regarding the ""quantum jump"" that would help Western Europe achieve global hegemony between 1450 and 1750 C.E.?
A. The colonization of the interior of Africa
B. The conquest of the Aztec Empire
C. The reformation of Catholic Christianity
D. The isolationism of Tokugawa Japan",B
gsm8k_00063,math,number,"Three plastic chairs cost as much as a portable table. Five plastic chairs cost $55. If Manny wants to buy one portable table and two chairs, how much will be left in his $100?",45
sciq_00043,science,choice,"Lymphoma is a cancer of a type of what type of cells, called lymphocytes?
A. lung cells
B. white blood cells
C. red blood cells
D. brain cells",B
gsm8k_00156,math,number,Amoli and Anayet must travel 369 miles together. Amoli drove 42 miles an hour for 3 hours and Anayet drove at 61 miles an hour for 2 hours. How many miles do they still need to travel?,121
mmlu_social_science_00137_us_foreign_policy,social_science,choice,"During the early years of his administration, Reagan's foreign and defense policies emphasized
A. nuclear disarmament.
B. détente.
C. anticommunism.
D. international free trade.",C
sciq_00046,science,choice,"What is the term for when clumped solids sink to the bottom of the water?
A. Foundation
B. sedimentation
C. Clumping
D. sediment",B
sciq_00138,science,choice,"Positive charge is mostly found in what part of an atom?
A. nucleus
B. ions
C. electron shell
D. neutrons",A
strategyqa_47cb228abaa8a8106df9,commonsense,yesno,Was Hundred Years' War a misnomer? Answer yes or no.,yes
mmlu_social_science_00116_high_school_government_and_politics,social_science,choice,"Which of the following statements does NOT accurately describe voting behavior in the United States?
A. Registered voters between the ages of 35 and 45 are more likely to vote than are those under the age of 21.
B. A registered voter who has attained his or her General Educational Development (GED) is less likely to vote than a high school dropout.
C. Registered voters are more likely to vote in general elections than they are in primary elections.
D. More women than men have voted in every presidential election since 1980.",B
mmlu_social_science_00060_high_school_government_and_politics,social_science,choice,"Which of the following does NOT appear in the Constitution?
A. The electoral college
B. Political parties
C. Separation of powers
D. The term length for members of Congress",B
mmlu_social_science_00051_sociology,social_science,choice,"Which of the following is not a 'research purpose'?
A. triangulation
B. explanation
C. description
D. exploration",A
gsm8k_00114,math,number,John uses 5 liters of fuel per km to travel. How many liters of fuel should John plan to use if he plans to travel on two trips of 30 km and 20 km?,250
sciq_00051,science,choice,"What force opposes a motion of a moving body? for example a car breaking on a road.
A. vibration
B. thermal
C. friction
D. tension",C
mmlu_social_science_00124_sociology,social_science,choice,"'Snowballing' is an example of:
A. probability sampling
B. non-probability sampling
C. cluster sampling
D. using the Christmas vacation constructively",B
sciq_00002,science,choice,"What is the substance called whenatoms of different elements join together?
A. plants
B. crusts
C. crystals
D. compounds",D
gsm8k_00130,math,number,Delaney has to catch a bus that leaves at 8:00. a.m to school every day. He always takes 30 minutes to reach the pick-up point from his home. One day he woke up late and left his home at 7:50. How much time did he miss the bus by when he reached the pick-up point?,20
mmlu_humanities_00118_philosophy,humanities,choice,"Feinberg claims that the best way to pursue happiness is to:
A. pursue pleasure.
B. pursue happiness.
C. forget about happiness.
D. none of the above.",C
mmlu_humanities_00071_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?
A. A growing dependence on trade with Europe for manufactured goods
B. Vigorous resistance to European expeditions of conquest
C. The establishment of Portuguese trading posts along the coastline
D. The consolidation of states along the Atlantic coast of Africa",A
strategyqa_9f1ea9c12c748ea7e456,commonsense,yesno,Can giant pandas sell out a Metallica show? Answer yes or no.,no
mmlu_humanities_00002_philosophy,humanities,choice,"According to Hume, reason:
A. should serve our passions.
B. should operate completely independently of our passions.
C. should be used to direct our passions.
D. should be used to extinguish our passions.",A
mmlu_social_science_00080_sociology,social_science,choice,"One of the ethical problems with covert participant observation is:
A. not being able to write comprehensive fieldnotes or record conversations
B. deceiving the respondents as to the reason for your presence
C. observing people outside of their natural setting
D. subjecting the participants to physical harm",B
mmlu_humanities_00060_world_religions,humanities,choice,"The Jataka tales are a collection of which genre of stories?
A. Life stories
B. Warrior stories
C. Birth stories
D. Hero stories",C
gsm8k_00102,math,number,Raine's house is just a walking distance from her school. It takes her 150 steps to walk to the school. How many steps does she take walking to and from school in five days?,1500
mmlu_social_science_00150_sociology,social_science,choice,"Law and order was privatized in the 1980s and 1990s through:
A. the expansion of private security companies
B. the building of private prisons
C. the introduction of market disciplines to measure police performance
D. all of the above",D
sciq_00113,science,choice,"What are the antibodies an animal produces after exposure to a microbial antigen?
A. isolated
B. monoclonal
C. polyclonal
D. chimeric",C
gsm8k_00083,math,number,"For her gift present, Lisa has saved $1200. She asks her mother, as well as her brother, to help her raise the total amount of money she needs to buy the gift.,If her mother gave her 3/5 times of what she had saved and her brother gave her twice the amount her mother gave her, calculate the price of the gift she wanted to buy if she still had $400 less.",3760
strategyqa_89da908a20fe2c0cc7b1,commonsense,yesno,Was The Great Gatsby inspired by the novel 1984? Answer yes or no.,no
mmlu_social_science_00078_us_foreign_policy,social_science,choice,"Which is not a nonstate actor that poses a threat to the United States?
A. Terrorists
B. Organized crime
C. Drug traffickers
D. China",D
strategyqa_904898291b7b33f260e7,commonsense,yesno,Would Jacques Duèze have been friends with Richard Dawkins? Answer yes or no.,no
strategyqa_c5d50d6e2d1747880aed,commonsense,yesno,Do people put creatures from the Black Sea on their pizza? Answer yes or no.,yes
sciq_00078,science,choice,"How many valence electrons do neutral phosphorus atoms have?
A. nine
B. five
C. three
D. four",B
gsm8k_00126,math,number,"A plane flies between 4 cities; A, B, C and D. Passengers board and alight at each airport in every city when it departs and lands, respectively.  The distance between city A and city B is 100 miles.  The distance between city B and city C is 50 miles more than the distance between city A and city B.  The distance between city C and city D is twice the distance between city B and city C. Calculate the total distance between city A and city D.",550
sciq_00157,science,choice,"Earth's temperature will increase further as more of what colorfully nicknamed gases are put into the atmosphere?
A. blue dioxide gases
B. green dioxide gases
C. bluehouse gases
D. greenhouse gases",D
mmlu_social_science_00033_sociology,social_science,choice,"If a deviant act is 'normalized', it is:
A. recognised as breaking an important norm of behaviour
B. seen a temporary aberration from an otherwise 'normal' character
C. the first step in establishing a deviant career
D. attributed to the person's genetic or anatomical make up",B
mmlu_humanities_00063_philosophy,humanities,choice,"Hume describes reason as:
A. cool and disengaged.
B. the source of all moral actions.
C. the first spring or impulse to desire.
D. all of the above.",A
mmlu_social_science_00035_high_school_government_and_politics,social_science,choice,"Which of the following was the legal basis for the 1973 Roe v. Wade majority opinion, in which the Supreme Court struck down a state ban on abortion?
A. The Nineteenth Amendment secures for women the right to vote.
B. The Civil Rights Act of 1964 prohibits discrimination based on gender.
C. The Bill of Rights implies a right to privacy.
D. The Ninth Amendment reserves powers to the people.",C
gsm8k_00115,math,number,"Dr. Banks had 330 toothbrushes to give away to his patients. He gave away 53 toothbrushes in January. He gave away 67 toothbrushes in February. In March he gave away 46 toothbrushes. In April and May, he gave away the remaining toothbrushes, half each month.  How many more toothbrushes did Dr. Banks give out in the busiest month versus the slowest month?",36
mmlu_humanities_00018_high_school_world_history,humanities,choice,"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Which of the following would best support the author's assertion that Western European capitalists were responsible for African underdevelopment?
A. The aggressive expansion of the slave trade to provide labor for Caribbean sugar plantations
B. The continuous sale of African slaves by Arabian merchants into the Mediterranean market
C. The establishment of Cape Colony by the Dutch East India Company
D. The growth of trade links between Europe and Ethiopia",A
mmlu_humanities_00098_high_school_world_history,humanities,choice,"This question refers to the following information.
""Article 1
The Parties undertake, as set forth in the Charter of the United Nations, to settle any international dispute in which they may be involved by peaceful means in such a manner that international peace and security and justice are not endangered, and to refrain in their international relations from the threat or use of force in any manner inconsistent with the purposes of the United Nations.
""Article 2
The Parties will contribute toward the further development of peaceful and friendly international relations by strengthening their free institutions, by bringing about a better understanding of the principles upon which these institutions are founded, and by promoting conditions of stability and well-being. They will seek to eliminate conflict in their international economic policies and will encourage economic collaboration between any or all of them.
""Article 3
In order more effectively to achieve the objectives of this Treaty, the Parties, separately and jointly, by means of continuous and effective self-help and mutual aid, will maintain and develop their individual and collective capacity to resist armed attack…
""Article 5
The Parties agree that an armed attack against one or more of them in Europe or North America shall be considered an attack against them all and consequently they agree that, if such an armed attack occurs, each of them, in exercise of the right of individual or collective self-defence recognised by Article 51 of the Charter of the United Nations, will assist the Party or Parties so attacked by taking forthwith, individually and in concert with the other Parties, such action as it deems necessary, including the use of armed force, to restore and maintain the security of the North Atlantic area.""
North Atlantic Treaty, April 4, 1949
Based on the treaty, the United Nations mentioned in the first paragraph is an example of which of the following?
A. An organization dedicated to asserting an ideological tenet over the world
B. An organization opposed to the use of force between nations in any situation
C. An organization dedicated to providing avenues of arbitration of disputes for the nations of the world
D. An organization dedicated to expanding free trade across international borders",C
mmlu_humanities_00052_philosophy,humanities,choice,"According to Baier, a rule can be said to be for the good of human beings only if:
A. it is not harmful.
B. it does not impose unnecessary restrictions.
C. it promotes the good of some people.
D. all of the above.",D
strategyqa_1bed1742cceb9b51f41d,commonsense,yesno,Would Eye surgery on a fly be in vain? Answer yes or no.,yes
mmlu_social_science_00036_high_school_government_and_politics,social_science,choice,"What power was granted to the states by the Articles of Confederation but not by the Constitution?
A. Coining money
B. Authorizing constitutional amendments
C. Having representation in Congress
D. Appealing to the president to adjudicate disputes",A
gsm8k_00138,math,number,"The teacher brings in 14 mini-cupcakes and 12 donut holes for the class. There are 13 students in the class. If each student gets the exact same amount, how many desserts does each student get?",2
strategyqa_e530682239bb5e59ebf0,commonsense,yesno,Could a cat ride Panzer VIII Maus tank missile from Barcelona to Madrid? Answer yes or no.,no
sciq_00122,science,choice,"What term means the amount of a substance required to form a saturated solution in a given amount of solvent at a specified temperature?
A. solubility
B. turbidity
C. concentration
D. viscosity",A
strategyqa_02f5f11bf98632578d50,commonsense,yesno,Can the Great Depression be treated with Prozac? Answer yes or no.,no
sciq_00117,science,choice,"What is the type of mining called when materials are removed along a strip?
A. pit mining
B. edge mining
C. surface mining
D. strip mining",D
mmlu_social_science_00135_us_foreign_policy,social_science,choice,"What is the structure of the United Nations Security Council?
A. 5 permanent members with veto power, 10 rotating members with no veto power
B. 5 permanent members and 10 rotating members, all with veto power
C. 10 permanent members with veto power, and 5 rotating members without veto power
D. 15 permanent members with veto power",A
mmlu_humanities_00159_philosophy,humanities,choice,"The four main divisions of philosophy are metaphysics, epistemology, axiology, and _____.
A. bioethics
B. logic
C. aesthetics
D. categorical logic",B
gsm8k_00121,math,number,Tim sleeps 6 hours per day for 5 days a week and 10 hours a day for the other 2.  How much total sleep does he get?,50
mmlu_social_science_00034_high_school_government_and_politics,social_science,choice,"The Supreme Court has used the practice of selective incorporation to
A. limit the number of appeals filed by defendants in state courts
B. extend voting rights to racial minorities and women
C. apply most Bill of Rights protections to state law
D. hasten the integration of public schools",C
strategyqa_fab08cce89ad00ba8339,commonsense,yesno,Are multiple Christmas Carol's named after Saints? Answer yes or no.,yes
gsm8k_00035,math,number,"Barry wants to make a huge salad using only cucumbers and tomatoes. He will use a total of 280 pieces of vegetables. If there are thrice as many tomatoes as cucumbers, how many cucumbers will be used in the salad?",70
strategyqa_953c8cb086cf494fb849,commonsense,yesno,Are brown rock fish found in the waters surrounding Saint Kitts and Nevis? Answer yes or no.,no
strategyqa_d949f30354c842f5562a,commonsense,yesno,Could a monarch butterfly rule a kingdom? Answer yes or no.,no
mmlu_humanities_00149_philosophy,humanities,choice,"Mill defines “utility” as:
A. usefulness for some craft.
B. usefulness to society.
C. pleasure and the absence of pain.
D. it promotes the interests of all and does not harm anyone.",C
mmlu_humanities_00005_philosophy,humanities,choice,"Nussbaum claims that in cross-cultural communication, inhabitants of different conceptual schemes tend to view their interaction:
A. in a relativist way.
B. in an absolutist way.
C. in a Kantian way.
D. in an Aristotelian way.",D
