example_id,task_type,answer_type,prompt,prompt_chars,prompt_words,question_start,num_numbers,has_math_symbols,has_code_like_text,question_mark_count,capitalized_word_count,contains_parenthesis,contains_quote,has_comparison_word,has_negation_word,has_quantity_word,cheap_answer_chars,cheap_answer_words,cheap_parsed_answer,cheap_contains_uncertainty,cheap_self_confidence,cheap_sample_agreement,gemini_flash_lite_correct,gemini_flash_lite_cost,gemini_flash_correct,gemini_flash_cost,mistral_nemo_correct,mistral_nemo_cost,qwen_30b_correct,qwen_30b_cost,llama_70b_correct,llama_70b_cost,deepseek_v3_correct,deepseek_v3_cost,ring_1t_correct,ring_1t_cost,minimax_m3_correct,minimax_m3_cost,granite_8b_correct,granite_8b_cost,step_flash_correct,step_flash_cost
mmlu_humanities_00049_world_religions,humanities,choice," To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?
A. The Buddha
B. Laozi
C. The Queen Mother of the West
D. Confucius",150,30,to,0,0,0,1,11,0,0,0,0,0,287,45,other,0,-1.0,1.0,1,0.0001345,1,0.0002075,0,4.4e-06,1,3.896e-05,1,5.53e-05,1,9.579e-05,0,0.000109675,0,0.0002115,0,2.17e-05,0,0.000205
gsm8k_00109,math,number,Joel’s garden is 64 square feet large. He wants to use half of the garden for fruits and half of the garden for vegetables. He wants to use a quarter of the fruit section for strawberries. How many square feet of the garden will be used for strawberries?,254,49,joel,1,0,0,1,4,0,0,0,0,1,169,33,other,0,-1.0,1.0,1,0.00011375,1,0.0001643,1,4.16e-06,1,2.87e-05,1,3.857e-05,1,6.4272e-05,1,0.000101775,1,8.094e-05,1,1.35e-05,0,0.0002062
gsm8k_00075,math,number,"The state of Virginia had 3.79 inches of rain in March, 4.5 inches of rain in April, 3.95 inches of rain in May, 3.09 inches of rain in June and 4.67 inches in July.  What is the average rainfall amount, in inches, in Virginia?",227,49,the,5,0,0,1,9,0,0,0,0,0,199,40,other,0,-1.0,1.0,1,0.00014725,1,0.0001463,0,2.925e-05,1,3.56e-05,1,5.5135e-05,1,4.458e-05,0,0.0001111,0,0.00021252,0,1.865e-05,0,0.0002084
mmlu_humanities_00099_world_religions,humanities,choice,"For whom are the Hindu Vedas most significant?
A. Brahmins
B. Kshatriyas
C. Shiva
D. Yogis",90,16,for,0,0,0,1,7,0,0,1,0,0,740,111,other,0,-1.0,1.0,1,8.35e-05,1,0.0001864,1,6.58e-06,1,2.358e-05,1,2.828e-05,1,4.843e-05,0,0.00010885,1,0.00015834,1,1.635e-05,0,0.0002034
mmlu_social_science_00153_sociology,social_science,choice,"In their study of depression, Brown & Harris (1978) found that:
A. women's susceptibility to stress depended on their levels of social support
B. self-reported depression is highest amongst men and the relatively affluent
C. men and women have fairly similar levels of diagnosed depression
D. men are more vulnerable to depression because of conventional gender roles",367,58,in,1,1,0,0,3,1,1,1,0,0,249,40,other,0,-1.0,1.0,1,0.000123,1,0.0001836,1,4.18e-06,1,1.66316e-05,1,5.493e-05,1,8.316e-05,0,0.00011215,1,0.00022974,1,1.97e-05,0,0.0002116
mmlu_humanities_00042_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""You may well ask: ""Why direct action? Why sit-ins, marches and so forth? Isn't negotiation a better path?"" You are quite right in calling, for negotiation. Indeed, this is the very purpose of direct action. Nonviolent direct action seeks to create such a crisis and foster such a tension that a community which has constantly refused to negotiate is forced to confront the issue. It seeks so to dramatize the issue that it can no longer be ignored. My citing the creation of tension as part of the work of the nonviolent-resister may sound rather shocking. But I must confess that I am not afraid of the word ""tension."" I have earnestly opposed violent tension, but there is a type of constructive, nonviolent tension which is necessary for growth. Just as Socrates felt that it was necessary to create a tension in the mind so that individuals could rise from the bondage of myths and half-truths to the unfettered realm of creative analysis and objective appraisal, we must we see the need for nonviolent gadflies to create the kind of tension in society that will help men rise from the dark depths of prejudice and racism to the majestic heights of understanding and brotherhood.""
Martin Luther King, Jr., Letter from a Birmingham Jail, 1966
Source 2:
""We, men and women, who hereby constitute ourselves as the National Organization for Women, believe that the time has come for a new movement toward true equality for all women in America, and toward a fully equal partnership of the sexes, as part of the world-wide revolution of human rights now taking place within and beyond our national borders.
The purpose of NOW is to take action to bring women into full participation in the mainstream of American society now, exercising all the privileges and responsibilities thereof in truly equal partnership with men.
We believe the time has come to move beyond the abstract argument, discussion and symposia over the status and special nature of women which has raged in America in recent years; the time has come to confront, with concrete action, the conditions that now prevent women from enjoying the equality of opportunity and freedom of which is their right, as individual Americans, and as human beings.""
National Organization for Women, Statement of Purpose, 1966
Source 3:
""The long-term goal of Gay Liberation, which inevitably brings us into conflict with the institutionalized sexism of this society, is to rid society of the gender-role system which is at the root of our oppression. This can only be achieved by eliminating the social pressures on men and women to conform to narrowly defined gender roles. It is particularly important that children and young people be encouraged to develop their own talents and interests and to express their own individuality rather than act out stereotyped parts alien to their nature.
As we cannot carry out this revolutionary change alone, and as the abolition of gender rotes is also a necessary condition of women's liberation, we will work to form a strategic alliance with the women's liberation movement, aiming to develop our ideas and our practice in close inter-relation. In order to build this alliance, the brothers in gay liberation will have to be prepared to sacrifice that degree of male chauvinism and male privilege that they still all possess.""
Gay Liberation Front, Manifesto, 1971
The author of Source 1 endorses which of the following tactics as a means of achieving his aims?
A. Violent overthrow of the government
B. Nonviolent resistance
C. Appeasement
D. Legal action",3612,610,this,7,1,0,4,55,0,1,1,1,1,266,42,other,0,-1.0,1.0,1,0.00027025,1,0.0003969,1,1.812e-05,1,4.3722e-05,1,0.0001293,1,0.00023925,0,0.00016225,1,0.00044304,1,4.9e-05,1,0.00027335
strategyqa_4148e19a53dfbb020484,commonsense,yesno,Are there bones in an anchovy pizza? Answer yes or no.,54,11,are,0,0,0,1,2,0,0,0,1,0,242,41,yes,0,-1.0,1.0,1,6.45e-05,1,0.0001498,1,3.62e-06,1,8.5304e-06,1,3.94e-05,1,4.922e-05,0,0.000106975,0,0.00023514,1,9.7e-06,0,0.0001982
mmlu_humanities_00087_philosophy,humanities,choice,"Anscombe claims that it is not profitable to do moral philosophy until we have an adequate philosophy of:
A. religion.
B. physics.
C. psychology.
D. art.",153,26,anscombe,0,0,0,0,1,0,0,0,1,0,378,58,other,0,-1.0,1.0,1,0.00016425,1,0.0001872,0,4.72e-06,1,1.40616e-05,1,3.832e-05,1,5.945e-05,0,0.00010945,1,0.00020424,1,1.385e-05,0,0.000204
mmlu_humanities_00064_high_school_world_history,humanities,choice,"This question refers to the following information.
The city of Ghana consists of two towns. One is inhabited by Muslims and has twelve mosques, salaried imams and muezzins, and jurists and scholars. In the environs are wells with sweet water, from which they drink and with which they grow vegetables. . . . The king's interpreters, the official in charge of his treasury and the majority of his ministers are Muslims. Only royalty may wear sewn clothes. All other people wear robes of cotton, silk, or brocade, according to their means. . . . The king adorns himself like a woman, wearing necklaces round his neck and bracelets on his forearms. . . . He sits . . . in a domed pavilion around which stand ten horses. When people who profess the same religion as the king approach him they fall on their knees and sprinkle dust on their heads, for this is their way of greeting him. As for the Muslims, they greet him only by clapping their hands. [The people's] religion is paganism and the worship of idols. . . . On every donkey-load of salt when it is brought into the country their king levies one golden dinar, and two dinars when it is sent out. From a load of copper the king's due is five mithqals, and from a load of other goods ten mithqals. . . . The nuggets found in all the mines of his country are reserved for the king, only this gold dust being left for the people. But for this the people would accumulate gold until it lost its value. Beyond this country lies another called Malal, the king of which was sincerely attached to Islam, while the common people of his kingdom remained polytheists. Since then their rulers have been given the title of al-musulmani .
—The Book of Routes and Realms , by Abu Ubaydallah al-Bakri, eleventh-century Muslim historian and geographer
Based on the excerpt, which of the following statements correctly describes Islam's influence in Africa during this time period?
A. Imams and muezzins ensured that all Africans adhered to Islamic law.
B. Some elites converted to Islam, but lower classes kept their traditional beliefs.
C. Muslim merchants refused to do business with anyone who was not Muslim.
D. African kings required Muslims to conform to pagan customs at court.",2222,380,this,0,1,0,1,44,0,1,1,1,1,675,107,other,0,-1.0,1.0,1,0.000229,1,0.0003922,1,1.68e-05,1,4.1772e-05,1,7.48e-05,1,0.000200424,0,0.000143875,0,0.00037704,1,3.78e-05,0,0.0002956
gsm8k_00037,math,number,"A hay farmer harvested 560 bales of hay from 5 acres of grass per month last year. This year, he planted an additional 7 acres of grass. If the farmer also owns 9 horses and each horse consumes 3 bales of hay a day, how many bales of hay would the farmer have left by the end of December if he starts feeding them this year's hay beginning the first day of September?",367,74,a,5,0,0,1,4,0,1,0,0,1,434,82,other,0,-1.0,1.0,0,0.0002685,0,0.0001711,0,9.14e-06,0,3.3448e-05,0,6.52e-05,0,0.00019159,0,0.00011245,0,0.00025614,0,2.345e-05,0,0.0002124
mmlu_social_science_00019_high_school_government_and_politics,social_science,choice,"Which of the following most accurately states the impact of the Civil Rights Act of 1964 on school desegregation in the South?
A. Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.
B. By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.
C. The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.
D. The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.",631,102,which,5,0,0,1,22,0,1,1,1,1,269,40,other,0,-1.0,1.0,1,0.00016325,1,0.0003574,0,6.68e-06,1,2.38744e-05,1,3.994e-05,1,9.624e-05,0,0.000117925,0,0.00027414,1,2.42e-05,0,0.0002246
strategyqa_ea627ac7d9ba306324d3,commonsense,yesno,Does Metallica use Soulseek? Answer yes or no.,46,8,does,0,0,0,1,4,0,0,0,1,0,240,36,no,0,-1.0,1.0,1,0.000115,1,0.0003164,1,1.138e-05,1,1.06756e-05,1,4.364e-05,1,3.098e-05,1,9.5575e-05,1,0.00022374,1,1.1e-05,0,0.0001978
sciq_00129,science,choice,"In which organ of the body does gluconeogenesis primarily take place?
A. heart
B. spleen
C. liver
D. kidney",107,19,in,0,0,0,1,1,0,0,0,0,0,228,35,other,0,-1.0,1.0,1,0.0001065,1,0.0001717,1,1.2e-05,1,2.17e-05,1,4.254e-05,1,5.337e-05,1,5.6825e-05,1,0.00014124,1,1.27e-05,0,0.0002028
strategyqa_dcb503515e6282a1b30f,commonsense,yesno,Would a compass attuned to Earth's magnetic field be a bad gift for a Christmas elf?? Answer yes or no.,103,21,would,0,0,0,2,4,0,1,0,1,0,233,42,no,0,-1.0,1.0,1,7.625e-05,1,0.0001128,0,3.02e-06,1,2.253e-05,1,3.472e-05,0,4.254e-05,1,0.000103975,0,0.00023754,1,1.28e-05,0,0.0002002
sciq_00085,science,choice,"What types of flat maps show users changes in land elevation?
A. topographic maps
B. elliptical maps
C. atlases
D. surveyor maps",128,22,what,0,0,0,1,1,0,0,0,0,0,162,25,other,0,-1.0,1.0,1,7.525e-05,1,0.0002123,1,2.76e-06,1,1.866e-05,1,3.914e-05,1,3.882e-05,1,0.000109,1,0.00023784,1,1.12e-05,0,0.0002036
mmlu_social_science_00156_sociology,social_science,choice,"'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?
A. genetics
B. evolution
C. height
D. brain size",190,30,scientific,0,0,0,1,2,0,1,0,1,0,278,46,other,0,-1.0,1.0,0,0.00012075,0,0.0002837,0,1.536e-05,0,3.954e-05,0,4.28e-05,1,8.828e-05,0,0.0001099,0,0.00024624,1,1.625e-05,0,0.0002058
gsm8k_00153,math,number,The swimming club went to a swim meet in another town. They took 2 cars and 3 vans. There were 5 people in each car and 3 people in each van. Each car can hold a maximum of 6 people and each van can hold a maximum of 8 people.  How many more people could have ridden with the swim team?,286,61,the,6,0,0,1,5,0,0,1,0,1,175,40,other,0,-1.0,1.0,1,0.00014475,0,0.0001569,1,2.955e-05,1,2.67572e-05,1,5.156e-05,1,0.00014328,0,0.00011125,0,0.00025224,1,1.615e-05,0,0.0002098
sciq_00044,science,choice,"What powerful microscopes use a beam of subatomic particles instead of a beam of light?
A. electron microscopes
B. nuclear microscopes
C. scientific microscopes
D. complex microscopes",183,27,what,0,0,0,1,1,0,0,0,0,0,197,30,other,0,-1.0,1.0,1,7.475e-05,1,0.0001903,1,2.145e-05,1,3.25e-05,1,3.085e-05,1,5.225e-05,1,4.835e-05,1,0.00017124,1,1.285e-05,0,0.0002052
strategyqa_60aa0b975babf5475cf1,commonsense,yesno,Was story of Jesus inspired by Egyptian myth? Answer yes or no.,63,12,was,0,0,0,1,4,0,0,0,1,0,327,54,yes,0,-1.0,1.0,0,0.00010375,0,0.0002198,1,4.06e-06,0,1.62524e-05,1,7.425e-05,0,3.85e-05,0,8.9475e-05,0,0.00023514,0,1.52e-05,0,0.0001982
gsm8k_00141,math,number,"When Hannah was 6 years old, her age was double the age of her sister July. Now, 20 years later, if July's husband is 2 years older than her, how old is he?",156,34,when,3,0,0,1,5,0,1,1,0,0,172,37,other,0,-1.0,1.0,1,0.00013025,1,0.000151,1,4.6e-06,1,1.64212e-05,1,4.693e-05,1,6.6744e-05,0,0.000109075,1,0.00016284,1,1.245e-05,0,0.0002036
strategyqa_9390df61207ef77f8ba0,commonsense,yesno,Would WWF be angrier if you killed koala instead of black swan? Answer yes or no.,81,16,would,0,0,0,1,2,0,0,0,1,0,113,18,yes,0,-1.0,1.0,1,0.00012,1,9.16e-05,1,1.44e-05,1,1.92e-05,1,4.112e-05,1,3.117e-05,0,0.000107575,0,0.00023694,1,1.44e-05,0,0.0001998
sciq_00133,science,choice,"What is the interaction of waves with other waves called?
A. wave induction
B. wave dancing
C. wave mixing
D. wave interference",127,22,what,0,0,0,1,1,0,0,0,0,0,148,24,other,0,-1.0,1.0,1,7.5e-05,1,0.0001145,1,2.65e-06,1,1.826e-05,1,3.17e-05,1,4.284e-05,1,4.94e-05,1,0.00018834,1,1.33e-05,1,0.0001639
gsm8k_00019,math,number,Mark has the option of getting a $300 lens with a 20% discount or a $220 lens.  How much money does he save by buying the cheaper lens?,135,28,mark,3,0,0,1,2,0,0,0,0,0,176,30,other,0,-1.0,1.0,1,0.00015025,1,9.7e-05,1,3.82e-06,1,3.039e-05,1,0.00011928,1,5.547e-05,0,0.000108775,1,0.00017364,1,1.185e-05,0,0.000202
sciq_00055,science,choice,"Which body part helps roundworm prevent their body from expanding?
A. tough cuticle covering
B. skin
C. plate
D. scales",119,20,which,0,0,0,1,1,0,0,0,0,0,170,26,other,0,-1.0,1.0,1,9.6e-05,1,0.0001492,1,3.18e-06,1,1.87e-05,1,3.789e-05,1,5.55e-05,1,6.1275e-05,1,0.00020514,1,1.21e-05,0,0.000203
strategyqa_183a6e39a27a2432989c,commonsense,yesno,Could Christopher Nolan borrow pants from Danny Devito? Answer yes or no.,73,12,could,0,0,0,1,6,0,0,0,1,0,252,40,yes,0,-1.0,1.0,1,6.8e-05,1,0.0001051,0,3.4e-06,1,3.588e-05,0,2.5185e-05,0,3.566e-05,1,7.7675e-05,1,0.00017544,0,1.185e-05,0,0.0001984
gsm8k_00069,math,number,"The number of trees is three times more than the number of stones in the courtyard. There are also twice as many birds in the trees as the combined number of trees and stones in the yard. If the number of stones is 40, how many birds are in the trees?",251,51,the,1,0,0,1,3,0,0,1,0,1,291,59,other,0,-1.0,1.0,1,0.00016925,0,0.0001146,1,5.12e-06,0,3.882e-05,0,4.496e-05,0,7.86e-05,0,0.00011005,0,0.00015474,0,1.33e-05,0,0.0002062
sciq_00012,science,choice,"Why are living things considered to be renewable?
A. they reproduce
B. they decompose
C. they inherit traits
D. they evolve",123,21,why,0,0,0,1,1,0,0,0,0,0,228,34,other,0,-1.0,1.0,1,7.475e-05,1,0.0001467,1,3.44e-06,1,1.69e-05,1,2.822e-05,1,4.212e-05,1,9.9325e-05,1,0.00013884,1,1.07e-05,0,0.0002028
strategyqa_d8ba1dd2575be52d80be,commonsense,yesno,Are peaches best eaten when firm? Answer yes or no.,51,10,are,0,0,0,1,2,0,0,0,1,0,208,38,no,0,-1.0,1.0,1,8.8e-05,1,0.0001042,1,3.2e-06,1,1.98e-05,1,2.184e-05,0,4.024e-05,1,6.12e-05,0,0.00023454,1,1.215e-05,0,0.0001978
mmlu_humanities_00137_philosophy,humanities,choice,"In Cicero’s view, each person is invested by Nature with two characters:
A. universal and individual.
B. virtuous and vicious.
C. good and evil.
D. divine and beastly.",167,29,in,0,0,0,0,3,0,0,0,0,1,260,41,other,0,-1.0,1.0,1,0.0001085,1,0.0001737,1,2.295e-05,1,3.108e-05,1,5.082e-05,1,5.0656e-05,0,0.000109825,0,0.00024504,1,1.9e-05,0,0.000205
sciq_00054,science,choice,"Nonmetal structures contain what type of bonds?
A. polymeric
B. prevalent
C. gravitational
D. covalent",102,15,nonmetal,0,0,0,1,1,0,0,0,0,0,214,34,other,0,-1.0,1.0,1,5.85e-05,1,0.0001827,0,1.875e-05,1,1.62e-05,1,3.5085e-05,1,3.664e-05,1,5.34e-05,1,0.00022614,1,9.75e-06,0,0.0002018
strategyqa_a076d2cbd7e4eafad35b,commonsense,yesno,Does The Jungle Book contain racist subtext? Answer yes or no.,62,11,does,0,0,0,1,5,0,0,0,1,0,329,53,yes,0,-1.0,1.0,1,9.9e-05,1,0.0001473,1,4.1e-06,1,2.396e-05,1,3.066e-05,1,5.034e-05,1,9.01e-05,1,0.00020634,1,1.63e-05,0,0.0001982
strategyqa_deb934107d390914b5b0,commonsense,yesno,Would Topa Inca Yupanqui have encountered the western honey bee? Answer yes or no.,82,14,would,0,0,0,1,5,0,0,0,1,0,229,40,yes,0,-1.0,1.0,1,0.0001155,1,0.0001688,0,3.13e-06,1,2.0456e-05,1,3.518e-05,1,5.1432e-05,0,0.000107425,0,0.00023664,1,1.5e-05,0,0.0001992
sciq_00131,science,choice,"What basic units are neither created nor destroyed during a chemical change, but are instead rearranged?
A. Electrons
B. atoms
C. molecules
D. particles",152,24,what,0,0,0,1,2,0,0,0,0,0,215,37,other,0,-1.0,1.0,1,9.525e-05,1,0.0001679,1,3.66e-06,1,2.754e-05,1,3.49e-05,1,6.713e-05,1,0.000104775,0,0.00024354,1,1.495e-05,0,0.000204
sciq_00013,science,choice,"Carbon atoms are bonded to as many hydrogen atoms as possible in what type of fatty acids?
A. super
B. oily
C. saturated
D. unsaturated",135,25,carbon,0,0,0,1,1,0,0,0,0,1,210,35,other,0,-1.0,1.0,1,7.45e-05,1,0.0001104,1,1.135e-05,1,2.847e-05,1,3.05e-05,1,5.875e-05,1,8.1575e-05,1,0.00019404,1,1.28e-05,1,0.0001898
strategyqa_31328c97391c0e047f44,commonsense,yesno,Are there five different single-digit Fibonacci numbers? Answer yes or no.,74,12,are,0,1,0,1,3,0,0,1,1,0,219,40,yes,0,-1.0,1.0,1,0.000143,1,0.0002276,1,3.11e-06,1,1.59092e-05,1,3.57e-05,0,6.522e-05,0,0.000106975,1,0.00021234,1,1.975e-05,0,0.0001982
mmlu_humanities_00148_philosophy,humanities,choice,"In response to the claim that deliberative justification is incomplete:
A. Gauthier expands the definition of deliberative justification.
B. Gauthier argues that deliberative justification by definition takes account of all relevant considerations.
C. Gauthier claims that deliberative justification works.
D. Gauthier argues that all theories of justification are equally incomplete.",384,50,in,0,0,0,0,5,0,0,0,0,1,266,37,other,0,-1.0,1.0,1,0.000136,0,0.0003465,0,1.419e-05,0,3.129e-05,0,8.062e-05,0,4.622e-05,0,0.00010895,0,0.00025314,0,1.87e-05,0,0.000211
sciq_00027,science,choice,"Earth rotates on its axis once each day and revolves around the sun how often?
A. once each month
B. once each year
C. every other year
D. ever 3 years",151,31,earth,1,0,0,1,1,0,0,0,0,1,183,31,other,0,-1.0,1.0,1,7.6e-05,1,0.00014,1,3.74e-06,1,1.929e-05,1,4.462e-05,1,3.56e-05,1,4.39e-05,1,0.00012774,1,1e-05,0,0.000205
mmlu_humanities_00033_world_religions,humanities,choice,"Why is Mahavira a significant person in the Jaina traditions?
A. He is the last of the ascetic prophets.
B. He is the first of the ascetic prophets
C. He is the most learned of the ascetic prophets
D. He is the most holy of the ascetic prophets",244,48,why,0,0,0,1,7,0,0,1,0,0,257,42,other,0,-1.0,1.0,1,0.00010375,1,0.000211,1,4.8e-06,1,3.34e-05,1,0.00020592,1,6.2664e-05,0,0.000111325,1,0.00023784,1,1.43e-05,0,0.0002096
sciq_00025,science,choice,"What are bacteria and archaea examples of?
A. eukaryotes
B. prokaryotes
C. plants
D. fungi",90,15,what,0,0,0,1,1,0,0,0,0,0,168,24,other,0,-1.0,1.0,1,7.4e-05,1,0.0001705,1,2.74e-06,1,1.29896e-05,1,2.862e-05,1,4.05e-05,1,4.6125e-05,1,0.00014874,1,1.37e-05,1,0.0001953
