router,feature,importance_mean,importance_std,n_seeds
extra_trees_router,cat__cheap_parsed_answer_other,0.010429927623559765,0.001997160737470127,30
extra_trees_router,cat__question_start_were,0.009313258438720053,0.005625774303953387,30
extra_trees_router,cat__question_start_the,0.0089055457340114,0.0031830855059490036,30
extra_trees_router,cat__question_start_would,0.008858691518178786,0.007737280111443633,30
extra_trees_router,cat__question_start_feinberg,0.008514099704661323,0.005898444070518475,26
extra_trees_router,cat__cheap_parsed_answer_no,0.007919023467127627,0.003032136260158279,30
extra_trees_router,num__contains_parenthesis,0.0075682323616082315,0.0020605956634968687,30
extra_trees_router,cat__question_start_aristotle,0.007434487710195755,0.005504505403118119,29
extra_trees_router,cat__question_start_anscombe,0.007238921639741263,0.004026616638222316,30
extra_trees_router,cat__question_start_a,0.0070978581950004605,0.0036658085337138123,30
extra_trees_router,num__has_code_like_text,0.006512097884990434,0.0014011336153996721,30
extra_trees_router,cat__question_start_there,0.006332703519270572,0.003097082253144899,30
extra_trees_router,cat__question_start_could,0.005898589794736466,0.0014080420459088986,30
extra_trees_router,cat__question_start_are,0.005704615554610245,0.002309929886448113,30
extra_trees_router,cat__question_start_according,0.00539443834282192,0.002815721796126677,30
extra_trees_router,cat__question_start_for,0.005360118991758737,0.003571434738144255,30
extra_trees_router,cat__question_start_does,0.0052297849854559065,0.0026161325175684327,30
extra_trees_router,cat__question_start_can,0.005045483999787043,0.0015629833157916363,30
extra_trees_router,cat__question_start_how,0.0027069143112247855,0.0009933340102205952,30
extra_trees_router,cat__question_start_why,0.0026846879849122215,0.0008180846165577192,30
extra_trees_router,cat__question_start_when,0.0026392160761323463,0.0008525808072686643,30
extra_trees_router,cat__question_start_do,0.0025030750150906917,0.0011154558372266827,30
extra_trees_router,cat__question_start_andrew,0.002384414250566763,0.0022439455814490593,29
extra_trees_router,cat__question_start_three,0.002230017684175826,0.002573919099215269,27
extra_trees_router,cat__question_start_john,0.0021896706872850404,0.0010653792071646092,30
extra_trees_router,cat__question_start_while,0.0017866285249930895,0.00156969744598297,30
extra_trees_router,cat__question_start_jack,0.001650572493734362,0.0012891929939841647,29
extra_trees_router,cat__question_start_will,0.0015904733656160017,0.0007134648333652673,30
extra_trees_router,cat__question_start_mill,0.0015852368454444372,0.0007643226578453645,30
extra_trees_router,cat__question_start_if,0.0011492388138038174,0.0006225851359874651,30
extra_trees_router,cat__question_start_it,0.0009860325178582539,0.0005706663600350296,30
extra_trees_router,cat__question_start_has,0.0006918794493340494,0.000506907195211971,28
extra_trees_router,cat__question_start_mason,0.0006718266810860692,0.0005784305725832642,28
extra_trees_router,cat__question_start_mr,0.000658663152061763,0.0004542907687249016,28
extra_trees_router,cat__question_start_wolf,0.0006379820109644653,0.0004691936431152766,30
extra_trees_router,cat__question_start_to,0.0005876500880565096,0.0004162854293199238,29
extra_trees_router,cat__question_start_an,0.0005389311648765033,0.00046731257133724184,30
extra_trees_router,cat__question_start_chris,0.00048006585922889924,0.0005694768043171182,28
extra_trees_router,cat__question_start_james,0.00044533087943439094,0.0004213629077073419,28
extra_trees_router,cat__question_start_as,0.0003000041009963431,0.00028817824775954524,29
extra_trees_router,cat__question_start_during,0.00027136756174327305,0.00024671559894796615,30
extra_trees_router,cat__question_start_aquinas,0.0002672117450397752,0.00024592893274921236,27
extra_trees_router,cat__question_start_among,0.0002261218422943545,0.00035649763518975187,27
extra_trees_router,cat__question_start_where,0.00022469556573683676,0.0001707267087523755,30
extra_trees_router,cat__question_start_augustine,0.0002009747669247816,0.00015310381535352615,29
extra_trees_router,cat__question_start_one,0.00019741376810433737,0.00016100877673397046,30
extra_trees_router,cat__question_start_hume,0.00019666505229495553,0.00015665187177800184,29
extra_trees_router,cat__question_start_carbon,0.00014179603487246112,0.00012482762602673996,30
extra_trees_router,cat__question_start_earth,0.00014073501729712452,0.00010250331096374872,28
extra_trees_router,cat__question_start_every,0.00013601682875881177,0.00011410702117154261,29
extra_trees_router,cat__question_start_potential,0.0001166492656775105,0.00010513190618316711,30
extra_trees_router,cat__question_start_of,9.274267066103143e-05,8.764463089930875e-05,28
extra_trees_router,cat__question_start_each,9.081804879488968e-05,0.00010701661849211479,28
extra_trees_router,cat__question_start_butler,6.931572752245192e-05,6.731836589815186e-05,30
extra_trees_router,cat__question_start_20,0.0,0.0,21
extra_trees_router,cat__question_start_9,0.0,0.0,23
extra_trees_router,cat__question_start_aaron,0.0,0.0,21
extra_trees_router,cat__question_start_abigail,0.0,0.0,21
extra_trees_router,cat__question_start_aesthetics,0.0,0.0,20
extra_trees_router,cat__question_start_ahmed,0.0,0.0,24
extra_trees_router,cat__question_start_alan,0.0,0.0,23
extra_trees_router,cat__question_start_alex,0.0,0.0,23
extra_trees_router,cat__question_start_ali,0.0,0.0,21
extra_trees_router,cat__question_start_all,0.0,0.0,23
extra_trees_router,cat__question_start_amanda,0.0,0.0,24
extra_trees_router,cat__question_start_amiyah,0.0,0.0,22
extra_trees_router,cat__question_start_amoli,0.0,0.0,25
extra_trees_router,cat__question_start_animals,0.0,0.0,25
extra_trees_router,cat__question_start_anna,0.0,0.0,23
extra_trees_router,cat__question_start_anne,0.0,0.0,24
extra_trees_router,cat__question_start_annie,0.0,0.0,23
extra_trees_router,cat__question_start_anti,0.0,0.0,22
extra_trees_router,cat__question_start_apart,0.0,0.0,24
extra_trees_router,cat__question_start_at,0.0,0.0,25
extra_trees_router,cat__question_start_attraction,0.0,0.0,22
extra_trees_router,cat__question_start_audrey,0.0,0.0,21
extra_trees_router,cat__question_start_bar,0.0,0.0,22
extra_trees_router,cat__question_start_barbara,0.0,0.0,20
extra_trees_router,cat__question_start_barry,0.0,0.0,22
extra_trees_router,cat__question_start_behaviors,0.0,0.0,21
extra_trees_router,cat__question_start_bella,0.0,0.0,26
extra_trees_router,cat__question_start_bill,0.0,0.0,22
extra_trees_router,cat__question_start_birds,0.0,0.0,22
extra_trees_router,cat__question_start_bivalvia,0.0,0.0,24
extra_trees_router,cat__question_start_blood,0.0,0.0,25
extra_trees_router,cat__question_start_bob,0.0,0.0,19
extra_trees_router,cat__question_start_bourdieu,0.0,0.0,27
extra_trees_router,cat__question_start_brenda,0.0,0.0,21
extra_trees_router,cat__question_start_canoe,0.0,0.0,22
extra_trees_router,cat__question_start_cassie,0.0,0.0,23
extra_trees_router,cat__question_start_cells,0.0,0.0,27
extra_trees_router,cat__question_start_chemical,0.0,0.0,23
extra_trees_router,cat__question_start_christine,0.0,0.0,25
extra_trees_router,cat__question_start_colby,0.0,0.0,25
extra_trees_router,cat__question_start_conversely,0.0,0.0,21
extra_trees_router,cat__question_start_craig,0.0,0.0,22
extra_trees_router,cat__question_start_critics,0.0,0.0,22
extra_trees_router,cat__question_start_da,0.0,0.0,25
extra_trees_router,cat__question_start_delaney,0.0,0.0,24
extra_trees_router,cat__question_start_dermal,0.0,0.0,26
extra_trees_router,cat__question_start_descartes,0.0,0.0,26
extra_trees_router,cat__question_start_digestion,0.0,0.0,24
extra_trees_router,cat__question_start_divided,0.0,0.0,22
extra_trees_router,cat__question_start_dr,0.0,0.0,26
extra_trees_router,cat__question_start_drinking,0.0,0.0,24
extra_trees_router,cat__question_start_duke,0.0,0.0,23
extra_trees_router,cat__question_start_edmund,0.0,0.0,21
extra_trees_router,cat__question_start_electrons,0.0,0.0,23
extra_trees_router,cat__question_start_elisa,0.0,0.0,18
extra_trees_router,cat__question_start_emery,0.0,0.0,21
extra_trees_router,cat__question_start_emily,0.0,0.0,23
extra_trees_router,cat__question_start_emma,0.0,0.0,22
extra_trees_router,cat__question_start_enrique,0.0,0.0,27
extra_trees_router,cat__question_start_environmentalist,0.0,0.0,18
extra_trees_router,cat__question_start_erik,0.0,0.0,20
extra_trees_router,cat__question_start_ethnographic,0.0,0.0,22
extra_trees_router,cat__question_start_everett,0.0,0.0,25
extra_trees_router,cat__question_start_evolving,0.0,0.0,24
extra_trees_router,cat__question_start_federal,0.0,0.0,25
extra_trees_router,cat__question_start_forty,0.0,0.0,24
extra_trees_router,cat__question_start_frankie,0.0,0.0,21
extra_trees_router,cat__question_start_freud,0.0,0.0,19
extra_trees_router,cat__question_start_functional,0.0,0.0,23
extra_trees_router,cat__question_start_gabe,0.0,0.0,21
extra_trees_router,cat__question_start_gas,0.0,0.0,21
extra_trees_router,cat__question_start_gated,0.0,0.0,18
extra_trees_router,cat__question_start_gentry,0.0,0.0,21
extra_trees_router,cat__question_start_gina,0.0,0.0,22
extra_trees_router,cat__question_start_glucose,0.0,0.0,21
extra_trees_router,cat__question_start_growing,0.0,0.0,20
extra_trees_router,cat__question_start_hare,0.0,0.0,22
extra_trees_router,cat__question_start_have,0.0,0.0,23
extra_trees_router,cat__question_start_henri,0.0,0.0,23
extra_trees_router,cat__question_start_herberg,0.0,0.0,23
extra_trees_router,cat__question_start_hobbes,0.0,0.0,17
extra_trees_router,cat__question_start_howard,0.0,0.0,22
extra_trees_router,cat__question_start_interest,0.0,0.0,22
extra_trees_router,cat__question_start_international,0.0,0.0,24
extra_trees_router,cat__question_start_jan,0.0,0.0,22
extra_trees_router,cat__question_start_jane,0.0,0.0,25
extra_trees_router,cat__question_start_janice,0.0,0.0,21
extra_trees_router,cat__question_start_jaron,0.0,0.0,23
extra_trees_router,cat__question_start_jennie,0.0,0.0,23
extra_trees_router,cat__question_start_joel,0.0,0.0,24
extra_trees_router,cat__question_start_justin,0.0,0.0,19
extra_trees_router,cat__question_start_kelly,0.0,0.0,26
extra_trees_router,cat__question_start_ken,0.0,0.0,27
extra_trees_router,cat__question_start_kim,0.0,0.0,20
extra_trees_router,cat__question_start_knees,0.0,0.0,23
extra_trees_router,cat__question_start_law,0.0,0.0,20
extra_trees_router,cat__question_start_leah,0.0,0.0,21
extra_trees_router,cat__question_start_leroy,0.0,0.0,18
extra_trees_router,cat__question_start_like,0.0,0.0,22
extra_trees_router,cat__question_start_lisa,0.0,0.0,23
extra_trees_router,cat__question_start_locus,0.0,0.0,26
extra_trees_router,cat__question_start_lois,0.0,0.0,20
extra_trees_router,cat__question_start_lori,0.0,0.0,21
extra_trees_router,cat__question_start_louis,0.0,0.0,19
extra_trees_router,cat__question_start_lymphoma,0.0,0.0,23
extra_trees_router,cat__question_start_maggie,0.0,0.0,21
extra_trees_router,cat__question_start_mani,0.0,0.0,25
extra_trees_router,cat__question_start_mark,0.0,0.0,24
extra_trees_router,cat__question_start_marriage,0.0,0.0,28
extra_trees_router,cat__question_start_marxist,0.0,0.0,22
extra_trees_router,cat__question_start_mass,0.0,0.0,20
extra_trees_router,cat__question_start_metallic,0.0,0.0,22
extra_trees_router,cat__question_start_michael,0.0,0.0,19
extra_trees_router,cat__question_start_millions,0.0,0.0,24
extra_trees_router,cat__question_start_mitzi,0.0,0.0,20
extra_trees_router,cat__question_start_monroe,0.0,0.0,22
extra_trees_router,cat__question_start_most,0.0,0.0,22
extra_trees_router,cat__question_start_mother,0.0,0.0,25
extra_trees_router,cat__question_start_mrs,0.0,0.0,21
extra_trees_router,cat__question_start_name,0.0,0.0,23
extra_trees_router,cat__question_start_nato,0.0,0.0,26
extra_trees_router,cat__question_start_nonmetal,0.0,0.0,25
extra_trees_router,cat__question_start_nussbaum,0.0,0.0,24
extra_trees_router,cat__question_start_on,0.0,0.0,23
extra_trees_router,cat__question_start_over,0.0,0.0,22
extra_trees_router,cat__question_start_parfit,0.0,0.0,22
extra_trees_router,cat__question_start_patterns,0.0,0.0,21
extra_trees_router,cat__question_start_peace,0.0,0.0,23
extra_trees_router,cat__question_start_phantom,0.0,0.0,24
extra_trees_router,cat__question_start_pilcher,0.0,0.0,26
extra_trees_router,cat__question_start_plato,0.0,0.0,21
extra_trees_router,cat__question_start_positive,0.0,0.0,26
extra_trees_router,cat__question_start_queer,0.0,0.0,23
extra_trees_router,cat__question_start_raine,0.0,0.0,19
extra_trees_router,cat__question_start_raul,0.0,0.0,21
extra_trees_router,cat__question_start_reggie,0.0,0.0,23
extra_trees_router,cat__question_start_rob,0.0,0.0,22
extra_trees_router,cat__question_start_robert,0.0,0.0,26
extra_trees_router,cat__question_start_rocky,0.0,0.0,27
extra_trees_router,cat__question_start_roy,0.0,0.0,21
extra_trees_router,cat__question_start_sasha,0.0,0.0,19
extra_trees_router,cat__question_start_scientific,0.0,0.0,25
extra_trees_router,cat__question_start_scott,0.0,0.0,19
extra_trees_router,cat__question_start_seal,0.0,0.0,22
extra_trees_router,cat__question_start_self,0.0,0.0,22
extra_trees_router,cat__question_start_seven,0.0,0.0,23
extra_trees_router,cat__question_start_should,0.0,0.0,25
extra_trees_router,cat__question_start_snowballing,0.0,0.0,24
extra_trees_router,cat__question_start_social,0.0,0.0,25
extra_trees_router,cat__question_start_sociologists,0.0,0.0,20
extra_trees_router,cat__question_start_sonny,0.0,0.0,24
extra_trees_router,cat__question_start_sullivan,0.0,0.0,24
extra_trees_router,cat__question_start_summer,0.0,0.0,24
extra_trees_router,cat__question_start_susan,0.0,0.0,19
extra_trees_router,cat__question_start_sylvia,0.0,0.0,25
extra_trees_router,cat__question_start_tabitha,0.0,0.0,21
extra_trees_router,cat__question_start_team,0.0,0.0,27
extra_trees_router,cat__question_start_telework,0.0,0.0,24
extra_trees_router,cat__question_start_theo,0.0,0.0,22
extra_trees_router,cat__question_start_thomas,0.0,0.0,23
extra_trees_router,cat__question_start_tim,0.0,0.0,23
extra_trees_router,cat__question_start_tissues,0.0,0.0,21
extra_trees_router,cat__question_start_titration,0.0,0.0,25
extra_trees_router,cat__question_start_tobias,0.0,0.0,20
extra_trees_router,cat__question_start_toby,0.0,0.0,24
extra_trees_router,cat__question_start_tom,0.0,0.0,23
extra_trees_router,cat__question_start_tommy,0.0,0.0,23
extra_trees_router,cat__question_start_tony,0.0,0.0,24
extra_trees_router,cat__question_start_tracy,0.0,0.0,19
extra_trees_router,cat__question_start_traditional,0.0,0.0,23
extra_trees_router,cat__question_start_two,0.0,0.0,24
extra_trees_router,cat__question_start_types,0.0,0.0,18
extra_trees_router,cat__question_start_uncle,0.0,0.0,26
extra_trees_router,cat__question_start_walt,0.0,0.0,23
extra_trees_router,cat__question_start_weather,0.0,0.0,25
extra_trees_router,cat__question_start_weber,0.0,0.0,22
extra_trees_router,cat__question_start_wendy,0.0,0.0,23
extra_trees_router,cat__question_start_who,0.0,0.0,22
extra_trees_router,cat__question_start_winter,0.0,0.0,23
extra_trees_router,cat__question_start_with,0.0,0.0,23
extra_trees_router,cat__question_start_xander,0.0,0.0,23
extra_trees_router,cat__question_start_yesterday,0.0,0.0,24
extra_trees_router,num__cheap_contains_uncertainty,0.0,0.0,30
extra_trees_router,num__cheap_sample_agreement,0.0,0.0,30
extra_trees_router,num__cheap_self_confidence,0.0,0.0,30
random_forest_router,num__prompt_words,0.10439554330400319,0.011607735035218244,30
random_forest_router,num__cheap_answer_words,0.09839872381469311,0.011384999434725651,30
random_forest_router,num__prompt_chars,0.09599952999968162,0.011509702707841915,30
random_forest_router,num__cheap_answer_chars,0.09574345662569135,0.011851939898851716,30
random_forest_router,num__num_numbers,0.09160604767873624,0.015121546181946567,30
random_forest_router,num__capitalized_word_count,0.0820546320603304,0.010996781223506051,30
random_forest_router,cat__task_type_math,0.0810089280134785,0.012086979460777018,30
random_forest_router,cat__task_type_social_science,0.06637484331927122,0.011686065639741772,30
random_forest_router,cat__task_type_science,0.01873901090412104,0.005595275425613482,30
random_forest_router,num__has_quantity_word,0.018556200246789268,0.004323806719206806,30
random_forest_router,num__question_mark_count,0.01815864847477585,0.007778135395038385,30
random_forest_router,num__contains_quote,0.016274200582777964,0.004140941905620843,30
random_forest_router,num__has_negation_word,0.015393119630264657,0.0041408034023635125,30
random_forest_router,cat__task_type_humanities,0.014650305581138183,0.00429060659435408,30
random_forest_router,cat__question_start_which,0.014445442224333253,0.005239039777585078,30
random_forest_router,cat__question_start_what,0.014069813930657904,0.004439361846428315,30
random_forest_router,num__has_math_symbols,0.013950592764486342,0.0037472152283766456,30
random_forest_router,num__has_comparison_word,0.012787281348175557,0.0030216873292251557,30
random_forest_router,cat__cheap_parsed_answer_other,0.011228643252021414,0.002545718350865787,30
random_forest_router,cat__task_type_commonsense,0.010947202752608413,0.0024401147628722655,30
random_forest_router,cat__cheap_parsed_answer_yes,0.01018333142933833,0.0028479690228101965,30
random_forest_router,cat__question_start_the,0.008421871522907255,0.002689450207986877,30
random_forest_router,cat__question_start_in,0.008098003047051057,0.0032782618734476187,30
random_forest_router,cat__cheap_parsed_answer_no,0.007848073475926629,0.002523689027529314,30
random_forest_router,cat__question_start_is,0.007586500660492448,0.005105373275914147,30
random_forest_router,cat__question_start_would,0.0075485981518291605,0.0044415283253172455,30
random_forest_router,cat__question_start_this,0.007196361141478368,0.002582808625507182,30
random_forest_router,cat__question_start_a,0.006256956409993845,0.0031761327843004327,30
random_forest_router,num__contains_parenthesis,0.005612187504806903,0.0033413936068298865,30
random_forest_router,cat__question_start_are,0.004666063585398991,0.0028678970297314854,30
random_forest_router,cat__question_start_did,0.004353066889621312,0.0016392438509701041,30
random_forest_router,cat__question_start_was,0.004316761883810073,0.003943182241586753,30
random_forest_router,cat__question_start_according,0.004208353242761454,0.002728564312568891,30
random_forest_router,cat__question_start_does,0.004191040961465858,0.0024883805744361207,30
random_forest_router,num__has_code_like_text,0.0037203905980954517,0.0031048109571400386,30
random_forest_router,cat__question_start_could,0.003611305399169327,0.0021082613591546433,30
random_forest_router,cat__question_start_can,0.002703659638045685,0.0019741836686449133,30
random_forest_router,cat__question_start_how,0.0013313468109550806,0.0015845287884461905,30
random_forest_router,cat__question_start_there,0.0011593032623517388,0.0015517060029956009,30
random_forest_router,cat__question_start_why,0.000828367946008593,0.0009006830624820716,30
random_forest_router,cat__question_start_when,0.0006649591662218076,0.0008009410315066189,30
random_forest_router,cat__question_start_if,0.00024121801961649164,0.0007602644522360791,30
random_forest_router,cat__question_start_anscombe,0.0001926072155823019,0.0004259692715964479,30
random_forest_router,cat__question_start_do,0.00015034571106825866,0.00019864706942251666,30
random_forest_router,cat__question_start_will,7.776979282460454e-05,0.00024567666266242603,30
random_forest_router,cat__question_start_mill,3.7451496926721795e-05,0.00013025812023728582,30
random_forest_router,cat__question_start_john,1.1938528216770714e-05,4.669640648678722e-05,30
random_forest_router,cat__question_start_20,0.0,0.0,21
random_forest_router,cat__question_start_9,0.0,0.0,23
random_forest_router,cat__question_start_aaron,0.0,0.0,21
random_forest_router,cat__question_start_abigail,0.0,0.0,21
random_forest_router,cat__question_start_aesthetics,0.0,0.0,20
random_forest_router,cat__question_start_ahmed,0.0,0.0,24
random_forest_router,cat__question_start_alan,0.0,0.0,23
random_forest_router,cat__question_start_alex,0.0,0.0,23
random_forest_router,cat__question_start_ali,0.0,0.0,21
random_forest_router,cat__question_start_all,0.0,0.0,23
random_forest_router,cat__question_start_amanda,0.0,0.0,24
random_forest_router,cat__question_start_amiyah,0.0,0.0,22
random_forest_router,cat__question_start_amoli,0.0,0.0,25
random_forest_router,cat__question_start_among,0.0,0.0,27
random_forest_router,cat__question_start_an,0.0,0.0,30
random_forest_router,cat__question_start_andrew,0.0,0.0,29
random_forest_router,cat__question_start_animals,0.0,0.0,25
random_forest_router,cat__question_start_anna,0.0,0.0,23
random_forest_router,cat__question_start_anne,0.0,0.0,24
random_forest_router,cat__question_start_annie,0.0,0.0,23
random_forest_router,cat__question_start_anti,0.0,0.0,22
random_forest_router,cat__question_start_apart,0.0,0.0,24
random_forest_router,cat__question_start_aquinas,0.0,0.0,27
random_forest_router,cat__question_start_aristotle,0.0,0.0,29
random_forest_router,cat__question_start_as,0.0,0.0,29
random_forest_router,cat__question_start_at,0.0,0.0,25
random_forest_router,cat__question_start_attraction,0.0,0.0,22
random_forest_router,cat__question_start_audrey,0.0,0.0,21
random_forest_router,cat__question_start_augustine,0.0,0.0,29
random_forest_router,cat__question_start_bar,0.0,0.0,22
random_forest_router,cat__question_start_barbara,0.0,0.0,20
random_forest_router,cat__question_start_barry,0.0,0.0,22
random_forest_router,cat__question_start_behaviors,0.0,0.0,21
random_forest_router,cat__question_start_bella,0.0,0.0,26
random_forest_router,cat__question_start_bill,0.0,0.0,22
random_forest_router,cat__question_start_birds,0.0,0.0,22
random_forest_router,cat__question_start_bivalvia,0.0,0.0,24
random_forest_router,cat__question_start_blood,0.0,0.0,25
random_forest_router,cat__question_start_bob,0.0,0.0,19
random_forest_router,cat__question_start_bourdieu,0.0,0.0,27
random_forest_router,cat__question_start_brenda,0.0,0.0,21
random_forest_router,cat__question_start_butler,0.0,0.0,30
random_forest_router,cat__question_start_canoe,0.0,0.0,22
random_forest_router,cat__question_start_carbon,0.0,0.0,30
random_forest_router,cat__question_start_cassie,0.0,0.0,23
random_forest_router,cat__question_start_cells,0.0,0.0,27
random_forest_router,cat__question_start_chemical,0.0,0.0,23
random_forest_router,cat__question_start_chris,0.0,0.0,28
random_forest_router,cat__question_start_christine,0.0,0.0,25
random_forest_router,cat__question_start_colby,0.0,0.0,25
random_forest_router,cat__question_start_conversely,0.0,0.0,21
random_forest_router,cat__question_start_craig,0.0,0.0,22
random_forest_router,cat__question_start_critics,0.0,0.0,22
random_forest_router,cat__question_start_da,0.0,0.0,25
random_forest_router,cat__question_start_delaney,0.0,0.0,24
random_forest_router,cat__question_start_dermal,0.0,0.0,26
random_forest_router,cat__question_start_descartes,0.0,0.0,26
random_forest_router,cat__question_start_digestion,0.0,0.0,24
random_forest_router,cat__question_start_divided,0.0,0.0,22
random_forest_router,cat__question_start_dr,0.0,0.0,26
random_forest_router,cat__question_start_drinking,0.0,0.0,24
random_forest_router,cat__question_start_duke,0.0,0.0,23
random_forest_router,cat__question_start_during,0.0,0.0,30
random_forest_router,cat__question_start_each,0.0,0.0,28
random_forest_router,cat__question_start_earth,0.0,0.0,28
random_forest_router,cat__question_start_edmund,0.0,0.0,21
random_forest_router,cat__question_start_electrons,0.0,0.0,23
random_forest_router,cat__question_start_elisa,0.0,0.0,18
random_forest_router,cat__question_start_emery,0.0,0.0,21
random_forest_router,cat__question_start_emily,0.0,0.0,23
random_forest_router,cat__question_start_emma,0.0,0.0,22
random_forest_router,cat__question_start_enrique,0.0,0.0,27
random_forest_router,cat__question_start_environmentalist,0.0,0.0,18
random_forest_router,cat__question_start_erik,0.0,0.0,20
random_forest_router,cat__question_start_ethnographic,0.0,0.0,22
random_forest_router,cat__question_start_everett,0.0,0.0,25
random_forest_router,cat__question_start_every,0.0,0.0,29
random_forest_router,cat__question_start_evolving,0.0,0.0,24
random_forest_router,cat__question_start_federal,0.0,0.0,25
random_forest_router,cat__question_start_feinberg,0.0,0.0,26
random_forest_router,cat__question_start_for,0.0,0.0,30
random_forest_router,cat__question_start_forty,0.0,0.0,24
random_forest_router,cat__question_start_frankie,0.0,0.0,21
random_forest_router,cat__question_start_freud,0.0,0.0,19
random_forest_router,cat__question_start_functional,0.0,0.0,23
random_forest_router,cat__question_start_gabe,0.0,0.0,21
random_forest_router,cat__question_start_gas,0.0,0.0,21
random_forest_router,cat__question_start_gated,0.0,0.0,18
random_forest_router,cat__question_start_gentry,0.0,0.0,21
random_forest_router,cat__question_start_gina,0.0,0.0,22
random_forest_router,cat__question_start_glucose,0.0,0.0,21
random_forest_router,cat__question_start_growing,0.0,0.0,20
random_forest_router,cat__question_start_hare,0.0,0.0,22
random_forest_router,cat__question_start_has,0.0,0.0,28
random_forest_router,cat__question_start_have,0.0,0.0,23
random_forest_router,cat__question_start_henri,0.0,0.0,23
random_forest_router,cat__question_start_herberg,0.0,0.0,23
random_forest_router,cat__question_start_hobbes,0.0,0.0,17
random_forest_router,cat__question_start_howard,0.0,0.0,22
random_forest_router,cat__question_start_hume,0.0,0.0,29
random_forest_router,cat__question_start_interest,0.0,0.0,22
random_forest_router,cat__question_start_international,0.0,0.0,24
random_forest_router,cat__question_start_it,0.0,0.0,30
random_forest_router,cat__question_start_jack,0.0,0.0,29
random_forest_router,cat__question_start_james,0.0,0.0,28
random_forest_router,cat__question_start_jan,0.0,0.0,22
random_forest_router,cat__question_start_jane,0.0,0.0,25
random_forest_router,cat__question_start_janice,0.0,0.0,21
random_forest_router,cat__question_start_jaron,0.0,0.0,23
random_forest_router,cat__question_start_jennie,0.0,0.0,23
random_forest_router,cat__question_start_joel,0.0,0.0,24
random_forest_router,cat__question_start_justin,0.0,0.0,19
random_forest_router,cat__question_start_kelly,0.0,0.0,26
random_forest_router,cat__question_start_ken,0.0,0.0,27
random_forest_router,cat__question_start_kim,0.0,0.0,20
random_forest_router,cat__question_start_knees,0.0,0.0,23
random_forest_router,cat__question_start_law,0.0,0.0,20
random_forest_router,cat__question_start_leah,0.0,0.0,21
random_forest_router,cat__question_start_leroy,0.0,0.0,18
random_forest_router,cat__question_start_like,0.0,0.0,22
random_forest_router,cat__question_start_lisa,0.0,0.0,23
random_forest_router,cat__question_start_locus,0.0,0.0,26
random_forest_router,cat__question_start_lois,0.0,0.0,20
random_forest_router,cat__question_start_lori,0.0,0.0,21
random_forest_router,cat__question_start_louis,0.0,0.0,19
random_forest_router,cat__question_start_lymphoma,0.0,0.0,23
random_forest_router,cat__question_start_maggie,0.0,0.0,21
random_forest_router,cat__question_start_mani,0.0,0.0,25
random_forest_router,cat__question_start_mark,0.0,0.0,24
random_forest_router,cat__question_start_marriage,0.0,0.0,28
random_forest_router,cat__question_start_marxist,0.0,0.0,22
random_forest_router,cat__question_start_mason,0.0,0.0,28
random_forest_router,cat__question_start_mass,0.0,0.0,20
random_forest_router,cat__question_start_metallic,0.0,0.0,22
random_forest_router,cat__question_start_michael,0.0,0.0,19
random_forest_router,cat__question_start_millions,0.0,0.0,24
random_forest_router,cat__question_start_mitzi,0.0,0.0,20
random_forest_router,cat__question_start_monroe,0.0,0.0,22
random_forest_router,cat__question_start_most,0.0,0.0,22
