policy,accuracy,avg_cost,utility,regret,route_acc,group,models,seed
correctness_random_forest,0.934010152284264,7.627203451776651e-05,0.934010152284264,0.04568527918781726,0.49238578680203043,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230
correctness_extra_trees,0.9187817258883249,7.03811269035533e-05,0.9187817258883249,0.06091370558375635,0.4213197969543147,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230
correctness_tfidf_logistic,0.934010152284264,7.575792893401014e-05,0.934010152284264,0.04568527918781726,0.49746192893401014,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230
always_gemini_flash_lite,0.949238578680203,0.00011937563451776651,0.949238578680203,0.02030456852791878,0.9796954314720813,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
always_qwen_30b,0.9086294416243654,2.4685005076142135e-05,0.9086294416243654,0.06091370558375635,0.02030456852791878,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
oracle,0.9695431472081218,0.00011685009340101523,0.9695431472081218,0.0,1.0,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
random,0.934010152284264,6.999206294416243e-05,0.934010152284264,0.03553299492385787,0.5025380710659898,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
correctness_logistic,0.9238578680203046,6.932709644670049e-05,0.9238578680203046,0.04568527918781726,0.43147208121827413,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
correctness_random_forest,0.934010152284264,7.563020304568528e-05,0.934010152284264,0.03553299492385787,0.4873096446700508,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
correctness_extra_trees,0.9035532994923858,6.451705177664975e-05,0.9035532994923858,0.06598984771573604,0.3553299492385787,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
correctness_tfidf_logistic,0.9289340101522843,7.697947005076143e-05,0.9289340101522843,0.04060913705583756,0.5126903553299492,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",231
always_gemini_flash_lite,0.9390862944162437,0.00012262690355329948,0.9390862944162437,0.03553299492385787,0.9644670050761421,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
always_qwen_30b,0.9035532994923858,2.511733604060913e-05,0.9035532994923858,0.07106598984771574,0.03553299492385787,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
oracle,0.9746192893401016,0.00011773442233502539,0.9746192893401016,0.0,1.0,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
random,0.9238578680203046,7.567547817258883e-05,0.9238578680203046,0.050761421319796954,0.49238578680203043,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
correctness_logistic,0.9187817258883249,7.891029644670051e-05,0.9187817258883249,0.05583756345177665,0.5025380710659898,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
correctness_random_forest,0.9137055837563451,9.013226802030458e-05,0.9137055837563451,0.06091370558375635,0.5685279187817259,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
correctness_extra_trees,0.9086294416243654,8.399337461928935e-05,0.9086294416243654,0.06598984771573604,0.5076142131979695,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
correctness_tfidf_logistic,0.9086294416243654,8.200827208121826e-05,0.9086294416243654,0.06598984771573604,0.5329949238578681,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",232
always_gemini_flash_lite,0.949238578680203,0.00012163578680203047,0.949238578680203,0.030456852791878174,0.9695431472081218,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
always_qwen_30b,0.9137055837563451,2.5185965482233502e-05,0.9137055837563451,0.06598984771573604,0.030456852791878174,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
oracle,0.9796954314720813,0.00011706484060913704,0.9796954314720813,0.0,1.0,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
random,0.9289340101522843,6.830356954314721e-05,0.9289340101522843,0.050761421319796954,0.47715736040609136,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
correctness_logistic,0.9441624365482234,7.669489340101523e-05,0.9441624365482234,0.03553299492385787,0.49238578680203043,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
correctness_random_forest,0.9441624365482234,8.447746192893401e-05,0.9441624365482234,0.03553299492385787,0.5634517766497462,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
correctness_extra_trees,0.934010152284264,7.601291979695432e-05,0.934010152284264,0.04568527918781726,0.48223350253807107,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
correctness_tfidf_logistic,0.9441624365482234,7.856023350253807e-05,0.9441624365482234,0.03553299492385787,0.5177664974619289,2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",233
always_gemini_flash_lite,0.9238578680203046,0.00011875888324873097,0.9238578680203046,0.02030456852791878,0.9796954314720813,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
always_llama_70b,0.8781725888324873,5.466173604060913e-05,0.8781725888324873,0.06598984771573604,0.02030456852791878,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
oracle,0.9441624365482234,0.00011662601522842641,0.9441624365482234,0.0,1.0,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
random,0.8984771573604061,8.404247715736041e-05,0.8984771573604061,0.04568527918781726,0.48223350253807107,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
correctness_logistic,0.9137055837563451,8.679775126903555e-05,0.9137055837563451,0.030456852791878174,0.5025380710659898,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
correctness_random_forest,0.9187817258883249,8.80108223350254e-05,0.9187817258883249,0.025380710659898477,0.5228426395939086,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
correctness_extra_trees,0.9187817258883249,8.80454416243655e-05,0.9187817258883249,0.025380710659898477,0.5025380710659898,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
correctness_tfidf_logistic,0.9187817258883249,8.694419289340103e-05,0.9187817258883249,0.025380710659898477,0.5279187817258884,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",229
always_gemini_flash_lite,0.9593908629441624,0.00012148604060913703,0.9593908629441624,0.015228426395939087,0.9847715736040609,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
always_llama_70b,0.9187817258883249,5.905986294416244e-05,0.9187817258883249,0.05583756345177665,0.015228426395939087,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
oracle,0.9746192893401016,0.00012006208121827411,0.9746192893401016,0.0,1.0,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
random,0.934010152284264,9.235471065989847e-05,0.934010152284264,0.04060913705583756,0.5126903553299492,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
correctness_logistic,0.9543147208121827,9.424849746192893e-05,0.9543147208121827,0.02030456852791878,0.4720812182741117,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
correctness_random_forest,0.949238578680203,9.696714720812183e-05,0.949238578680203,0.025380710659898477,0.5431472081218274,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
correctness_extra_trees,0.949238578680203,9.577456345177663e-05,0.949238578680203,0.025380710659898477,0.49238578680203043,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
correctness_tfidf_logistic,0.9593908629441624,9.538554822335024e-05,0.9593908629441624,0.015228426395939087,0.5025380710659898,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",230
always_gemini_flash_lite,0.949238578680203,0.00011937563451776651,0.949238578680203,0.030456852791878174,0.9695431472081218,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
always_llama_70b,0.9289340101522843,5.2613131979695435e-05,0.9289340101522843,0.050761421319796954,0.030456852791878174,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
oracle,0.9796954314720813,0.00011826692385786804,0.9796954314720813,0.0,1.0,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
random,0.9543147208121827,8.43105989847716e-05,0.9543147208121827,0.025380710659898477,0.5126903553299492,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
correctness_logistic,0.9441624365482234,7.649883248730965e-05,0.9441624365482234,0.03553299492385787,0.4010152284263959,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
correctness_random_forest,0.9543147208121827,7.967649238578681e-05,0.9543147208121827,0.025380710659898477,0.4517766497461929,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
correctness_extra_trees,0.9441624365482234,7.902331472081219e-05,0.9441624365482234,0.03553299492385787,0.4213197969543147,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
correctness_tfidf_logistic,0.9390862944162437,7.908017766497462e-05,0.9390862944162437,0.04060913705583756,0.4517766497461929,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",231
always_gemini_flash_lite,0.9390862944162437,0.00012262690355329948,0.9390862944162437,0.025380710659898477,0.9746192893401016,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
always_llama_70b,0.9035532994923858,5.291847715736041e-05,0.9035532994923858,0.06091370558375635,0.025380710659898477,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
oracle,0.9644670050761421,0.00011953751269035533,0.9644670050761421,0.0,1.0,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
random,0.934010152284264,8.914723350253806e-05,0.934010152284264,0.030456852791878174,0.5126903553299492,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
correctness_logistic,0.9289340101522843,8.293467005076142e-05,0.9289340101522843,0.03553299492385787,0.39593908629441626,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
correctness_random_forest,0.9441624365482234,9.598906091370559e-05,0.9441624365482234,0.02030456852791878,0.5532994923857868,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
correctness_extra_trees,0.9289340101522843,8.555865482233502e-05,0.9289340101522843,0.03553299492385787,0.43147208121827413,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
correctness_tfidf_logistic,0.9289340101522843,8.716383248730964e-05,0.9289340101522843,0.03553299492385787,0.4416243654822335,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",232
always_gemini_flash_lite,0.949238578680203,0.00012163578680203047,0.949238578680203,0.015228426395939087,0.9847715736040609,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
always_llama_70b,0.8984771573604061,5.5636507614213196e-05,0.8984771573604061,0.06598984771573604,0.015228426395939087,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
oracle,0.9644670050761421,0.00012080263959390862,0.9644670050761421,0.0,1.0,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
random,0.9289340101522843,8.579378172588834e-05,0.9289340101522843,0.03553299492385787,0.48223350253807107,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
correctness_logistic,0.9390862944162437,9.227619796954314e-05,0.9390862944162437,0.025380710659898477,0.5279187817258884,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
correctness_random_forest,0.9543147208121827,8.778553807106599e-05,0.9543147208121827,0.01015228426395939,0.5431472081218274,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
correctness_extra_trees,0.949238578680203,8.791629949238578e-05,0.949238578680203,0.015228426395939087,0.4873096446700508,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
correctness_tfidf_logistic,0.9390862944162437,9.501962436548224e-05,0.9390862944162437,0.025380710659898477,0.5786802030456852,2model_gemini_flash_lite_llama_70b,"gemini_flash_lite,llama_70b",233
always_gemini_flash_lite,0.9238578680203046,0.00011875888324873097,0.9238578680203046,0.015228426395939087,0.9847715736040609,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
always_deepseek_v3,0.9137055837563451,6.778710659898477e-05,0.9137055837563451,0.025380710659898477,0.015228426395939087,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
oracle,0.9390862944162437,0.0001169994923857868,0.9390862944162437,0.0,1.0,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
random,0.9187817258883249,9.123255837563453e-05,0.9187817258883249,0.02030456852791878,0.467005076142132,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
correctness_logistic,0.9238578680203046,9.389583756345176e-05,0.9238578680203046,0.015228426395939087,0.5025380710659898,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
correctness_random_forest,0.9187817258883249,9.3824e-05,0.9187817258883249,0.02030456852791878,0.48223350253807107,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
correctness_extra_trees,0.9289340101522843,8.904590862944162e-05,0.9289340101522843,0.01015228426395939,0.41624365482233505,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
correctness_tfidf_logistic,0.9187817258883249,9.407857868020303e-05,0.9187817258883249,0.02030456852791878,0.49238578680203043,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",229
always_gemini_flash_lite,0.9593908629441624,0.00012148604060913703,0.9593908629441624,0.02030456852791878,0.9796954314720813,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
always_deepseek_v3,0.9289340101522843,7.100308629441626e-05,0.9289340101522843,0.050761421319796954,0.02030456852791878,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
oracle,0.9796954314720813,0.00012032989847715733,0.9796954314720813,0.0,1.0,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
random,0.9543147208121827,9.766847715736042e-05,0.9543147208121827,0.025380710659898477,0.5177664974619289,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
correctness_logistic,0.9543147208121827,9.819412182741116e-05,0.9543147208121827,0.025380710659898477,0.5126903553299492,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
correctness_random_forest,0.934010152284264,9.993973604060914e-05,0.934010152284264,0.04568527918781726,0.5380710659898477,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
correctness_extra_trees,0.949238578680203,9.586931979695431e-05,0.949238578680203,0.030456852791878174,0.45685279187817257,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
correctness_tfidf_logistic,0.9593908629441624,9.854685279187816e-05,0.9593908629441624,0.02030456852791878,0.5380710659898477,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",230
always_gemini_flash_lite,0.949238578680203,0.00011937563451776651,0.949238578680203,0.005076142131979695,0.9949238578680203,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
always_deepseek_v3,0.8984771573604061,6.883886294416244e-05,0.8984771573604061,0.05583756345177665,0.005076142131979695,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
oracle,0.9543147208121827,0.00011879649746192893,0.9543147208121827,0.0,1.0,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
random,0.9137055837563451,9.259613197969542e-05,0.9137055837563451,0.04060913705583756,0.49746192893401014,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
correctness_logistic,0.9390862944162437,9.343513705583756e-05,0.9390862944162437,0.015228426395939087,0.4416243654822335,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
correctness_random_forest,0.949238578680203,9.422008121827412e-05,0.949238578680203,0.005076142131979695,0.4416243654822335,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
correctness_extra_trees,0.934010152284264,9.09210152284264e-05,0.934010152284264,0.02030456852791878,0.38578680203045684,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
correctness_tfidf_logistic,0.9390862944162437,9.425248730964467e-05,0.9390862944162437,0.015228426395939087,0.4517766497461929,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",231
always_gemini_flash_lite,0.9390862944162437,0.00012262690355329948,0.9390862944162437,0.015228426395939087,0.9847715736040609,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
always_deepseek_v3,0.8934010152284264,7.1633269035533e-05,0.8934010152284264,0.06091370558375635,0.015228426395939087,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
oracle,0.9543147208121827,0.00012115233502538071,0.9543147208121827,0.0,1.0,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
random,0.9187817258883249,9.865201015228426e-05,0.9187817258883249,0.03553299492385787,0.49238578680203043,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
correctness_logistic,0.934010152284264,9.975865989847715e-05,0.934010152284264,0.02030456852791878,0.5025380710659898,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
correctness_random_forest,0.9187817258883249,0.00010082264974619289,0.9187817258883249,0.03553299492385787,0.5228426395939086,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
correctness_extra_trees,0.9137055837563451,9.896510659898478e-05,0.9137055837563451,0.04060913705583756,0.4619289340101523,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
correctness_tfidf_logistic,0.9289340101522843,9.818009137055838e-05,0.9289340101522843,0.025380710659898477,0.48223350253807107,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",232
always_gemini_flash_lite,0.949238578680203,0.00012163578680203047,0.949238578680203,0.02030456852791878,0.9796954314720813,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
always_deepseek_v3,0.9137055837563451,7.156977664974619e-05,0.9137055837563451,0.05583756345177665,0.02030456852791878,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
oracle,0.9695431472081218,0.00012030883248730965,0.9695431472081218,0.0,1.0,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
random,0.934010152284264,9.652459898477157e-05,0.934010152284264,0.03553299492385787,0.47715736040609136,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
correctness_logistic,0.934010152284264,9.514821319796954e-05,0.934010152284264,0.03553299492385787,0.47715736040609136,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
correctness_random_forest,0.9441624365482234,9.433574619289339e-05,0.9441624365482234,0.025380710659898477,0.45685279187817257,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
correctness_extra_trees,0.9441624365482234,9.255264974619287e-05,0.9441624365482234,0.025380710659898477,0.4467005076142132,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
correctness_tfidf_logistic,0.9441624365482234,9.94710964467005e-05,0.9441624365482234,0.025380710659898477,0.5939086294416244,2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",233
always_gemini_flash_lite,0.9238578680203046,0.00011875888324873097,0.9238578680203046,0.025380710659898477,0.9746192893401016,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
always_granite_8b,0.8223350253807107,1.5404060913705585e-05,0.8223350253807107,0.12690355329949238,0.025380710659898477,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
oracle,0.949238578680203,0.0001141781725888325,0.949238578680203,0.0,1.0,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
random,0.883248730964467,6.285634517766497e-05,0.883248730964467,0.06598984771573604,0.47715736040609136,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
correctness_logistic,0.8934010152284264,7.503147208121828e-05,0.8934010152284264,0.05583756345177665,0.5076142131979695,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
correctness_random_forest,0.8984771573604061,7.553553299492386e-05,0.8984771573604061,0.050761421319796954,0.5025380710659898,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
correctness_extra_trees,0.9035532994923858,7.259365482233503e-05,0.9035532994923858,0.04568527918781726,0.49238578680203043,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
correctness_tfidf_logistic,0.9086294416243654,8.034695431472081e-05,0.9086294416243654,0.04060913705583756,0.5685279187817259,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",229
always_gemini_flash_lite,0.9593908629441624,0.00012148604060913703,0.9593908629441624,0.025380710659898477,0.9746192893401016,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
always_granite_8b,0.8324873096446701,1.597741116751269e-05,0.8324873096446701,0.15228426395939088,0.025380710659898477,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
oracle,0.9847715736040609,0.0001186743654822335,0.9847715736040609,0.0,1.0,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
random,0.9137055837563451,7.254568527918782e-05,0.9137055837563451,0.07106598984771574,0.5126903553299492,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
correctness_logistic,0.9137055837563451,7.988807106598985e-05,0.9137055837563451,0.07106598984771574,0.5279187817258884,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
correctness_random_forest,0.9238578680203046,8.034187817258883e-05,0.9238578680203046,0.06091370558375635,0.5380710659898477,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
correctness_extra_trees,0.9187817258883249,7.40253807106599e-05,0.9187817258883249,0.06598984771573604,0.467005076142132,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
correctness_tfidf_logistic,0.9187817258883249,8.298527918781727e-05,0.9187817258883249,0.06598984771573604,0.5583756345177665,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",230
always_gemini_flash_lite,0.949238578680203,0.00011937563451776651,0.949238578680203,0.030456852791878174,0.9695431472081218,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
always_granite_8b,0.8527918781725888,1.571776649746193e-05,0.8527918781725888,0.12690355329949238,0.030456852791878174,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
oracle,0.9796954314720813,0.00011576979695431472,0.9796954314720813,0.0,1.0,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
random,0.9137055837563451,6.544644670050762e-05,0.9137055837563451,0.06598984771573604,0.5126903553299492,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
correctness_logistic,0.934010152284264,7.334517766497462e-05,0.934010152284264,0.04568527918781726,0.5177664974619289,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
correctness_random_forest,0.9593908629441624,8.069162436548224e-05,0.9593908629441624,0.02030456852791878,0.5939086294416244,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
correctness_extra_trees,0.949238578680203,7.942258883248731e-05,0.949238578680203,0.030456852791878174,0.5532994923857868,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
correctness_tfidf_logistic,0.934010152284264,7.755939086294416e-05,0.934010152284264,0.04568527918781726,0.5685279187817259,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",231
always_gemini_flash_lite,0.9390862944162437,0.00012262690355329948,0.9390862944162437,0.025380710659898477,0.9746192893401016,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",232
always_granite_8b,0.8578680203045685,1.598223350253807e-05,0.8578680203045685,0.1065989847715736,0.025380710659898477,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",232
oracle,0.9644670050761421,0.00011870050761421321,0.9644670050761421,0.0,1.0,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",232
random,0.8934010152284264,7.22279187817259e-05,0.8934010152284264,0.07106598984771574,0.5025380710659898,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",232
correctness_logistic,0.8984771573604061,7.43796954314721e-05,0.8984771573604061,0.06598984771573604,0.49746192893401014,2model_gemini_flash_lite_granite_8b,"gemini_flash_lite,granite_8b",232
